"hb_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S08000017",2022-12-01,"75plus","Health and Social Care Reasons",1942,63
"S08000017",2022-12-01,"75plus","Patient and Family Related Reasons",62,2
"S08000017",2022-12-01,"75plus","Code 9 AWI",283,9
"S08000017",2022-12-01,"75plus","Code 9 Non-AWI",280,9
"S08000019",2022-12-01,"18plus","All Delay Reasons",3733,120
"S08000019",2022-12-01,"18plus","Health and Social Care Reasons",2232,72
"S08000019",2022-12-01,"18plus","Patient and Family Related Reasons",15,0
"S08000019",2022-12-01,"18plus","Code 9 AWI",1207,39
"S08000019",2022-12-01,"18plus","Code 9 Non-AWI",279,9
"S08000019",2022-12-01,"18-74","All Delay Reasons",984,32
"S08000019",2022-12-01,"18-74","Health and Social Care Reasons",516,17
"S08000019",2022-12-01,"18-74","Patient and Family Related Reasons",15,0
"S08000019",2022-12-01,"18-74","Code 9 AWI",279,9
"S08000019",2022-12-01,"18-74","Code 9 Non-AWI",174,6
"S08000019",2022-12-01,"75plus","All Delay Reasons",2749,89
"S08000019",2022-12-01,"75plus","Health and Social Care Reasons",1716,55
"S08000019",2022-12-01,"75plus","Patient and Family Related Reasons",0,0
"S08000019",2022-12-01,"75plus","Code 9 AWI",928,30
"S08000019",2022-12-01,"75plus","Code 9 Non-AWI",105,3
"S08000020",2022-12-01,"18plus","All Delay Reasons",3669,118
"S08000020",2022-12-01,"18plus","Health and Social Care Reasons",2633,85
"S08000020",2022-12-01,"18plus","Patient and Family Related Reasons",16,1
"S08000020",2022-12-01,"18plus","Code 9 AWI",802,26
"S08000020",2022-12-01,"18plus","Code 9 Non-AWI",218,7
"S08000020",2022-12-01,"18-74","All Delay Reasons",1302,42
"S08000020",2022-12-01,"18-74","Health and Social Care Reasons",861,28
"S08000020",2022-12-01,"18-74","Patient and Family Related Reasons",16,1
"S08000020",2022-12-01,"18-74","Code 9 AWI",273,9
"S08000020",2022-12-01,"18-74","Code 9 Non-AWI",152,5
"S08000020",2022-12-01,"75plus","All Delay Reasons",2367,76
"S08000020",2022-12-01,"75plus","Health and Social Care Reasons",1772,57
"S08000020",2022-12-01,"75plus","Patient and Family Related Reasons",0,0
"S08000020",2022-12-01,"75plus","Code 9 AWI",529,17
"S08000020",2022-12-01,"75plus","Code 9 Non-AWI",66,2
"S08000022",2022-12-01,"18plus","All Delay Reasons",4647,150
"S08000022",2022-12-01,"18plus","Health and Social Care Reasons",3218,104
"S08000022",2022-12-01,"18plus","Patient and Family Related Reasons",204,7
"S08000022",2022-12-01,"18plus","Code 9 AWI",950,31
"S08000022",2022-12-01,"18plus","Code 9 Non-AWI",275,9
"S08000022",2022-12-01,"18-74","All Delay Reasons",1404,45
"S08000022",2022-12-01,"18-74","Health and Social Care Reasons",894,29
"S08000022",2022-12-01,"18-74","Patient and Family Related Reasons",23,1
"S08000022",2022-12-01,"18-74","Code 9 AWI",269,9
"S08000022",2022-12-01,"18-74","Code 9 Non-AWI",218,7
"S08000022",2022-12-01,"75plus","All Delay Reasons",3243,105
"S08000022",2022-12-01,"75plus","Health and Social Care Reasons",2324,75
"S08000022",2022-12-01,"75plus","Patient and Family Related Reasons",181,6
"S08000022",2022-12-01,"75plus","Code 9 AWI",681,22
"S08000022",2022-12-01,"75plus","Code 9 Non-AWI",57,2
"S08000024",2022-12-01,"18plus","All Delay Reasons",7198,232
"S08000024",2022-12-01,"18plus","Health and Social Care Reasons",5395,174
"S08000024",2022-12-01,"18plus","Patient and Family Related Reasons",301,10
"S08000024",2022-12-01,"18plus","Code 9 AWI",1356,44
"S08000024",2022-12-01,"18plus","Code 9 Non-AWI",146,5
"S08000024",2022-12-01,"18-74","All Delay Reasons",2591,84
"S08000024",2022-12-01,"18-74","Health and Social Care Reasons",1979,64
"S08000024",2022-12-01,"18-74","Patient and Family Related Reasons",102,3
"S08000024",2022-12-01,"18-74","Code 9 AWI",459,15
"S08000024",2022-12-01,"18-74","Code 9 Non-AWI",51,2
"S08000024",2022-12-01,"75plus","All Delay Reasons",4607,149
"S08000024",2022-12-01,"75plus","Health and Social Care Reasons",3416,110
"S08000024",2022-12-01,"75plus","Patient and Family Related Reasons",199,6
"S08000024",2022-12-01,"75plus","Code 9 AWI",897,29
"S08000024",2022-12-01,"75plus","Code 9 Non-AWI",95,3
"S08000025",2022-12-01,"18plus","All Delay Reasons",161,5
"S08000025",2022-12-01,"18plus","Health and Social Care Reasons",97,3
"S08000025",2022-12-01,"18plus","Patient and Family Related Reasons",18,1
"S08000025",2022-12-01,"18plus","Code 9 AWI",46,1
"S08000025",2022-12-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2022-12-01,"18-74","All Delay Reasons",34,1
"S08000025",2022-12-01,"18-74","Health and Social Care Reasons",19,1
"S08000025",2022-12-01,"18-74","Patient and Family Related Reasons",0,0
"S08000025",2022-12-01,"18-74","Code 9 AWI",15,0
"S08000025",2022-12-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2022-12-01,"75plus","All Delay Reasons",127,4
"S08000025",2022-12-01,"75plus","Health and Social Care Reasons",78,3
"S08000025",2022-12-01,"75plus","Patient and Family Related Reasons",18,1
"S08000025",2022-12-01,"75plus","Code 9 AWI",31,1
"S08000025",2022-12-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2022-12-01,"18plus","All Delay Reasons",228,7
"S08000026",2022-12-01,"18plus","Health and Social Care Reasons",211,7
"S08000026",2022-12-01,"18plus","Patient and Family Related Reasons",0,0
"S08000026",2022-12-01,"18plus","Code 9 AWI",0,0
"S08000026",2022-12-01,"18plus","Code 9 Non-AWI",17,1
"S08000026",2022-12-01,"18-74","All Delay Reasons",47,2
"S08000026",2022-12-01,"18-74","Health and Social Care Reasons",30,1
"S08000026",2022-12-01,"18-74","Patient and Family Related Reasons",0,0
"S08000026",2022-12-01,"18-74","Code 9 AWI",0,0
"S08000026",2022-12-01,"18-74","Code 9 Non-AWI",17,1
"S08000026",2022-12-01,"75plus","All Delay Reasons",181,6
"S08000026",2022-12-01,"75plus","Health and Social Care Reasons",181,6
"S08000026",2022-12-01,"75plus","Patient and Family Related Reasons",0,0
"S08000026",2022-12-01,"75plus","Code 9 AWI",0,0
"S08000026",2022-12-01,"75plus","Code 9 Non-AWI",0,0
"S08000028",2022-12-01,"18plus","All Delay Reasons",285,9
"S08000028",2022-12-01,"18plus","Health and Social Care Reasons",233,8
"S08000028",2022-12-01,"18plus","Patient and Family Related Reasons",0,0
"S08000028",2022-12-01,"18plus","Code 9 AWI",0,0
"S08000028",2022-12-01,"18plus","Code 9 Non-AWI",52,2
"S08000028",2022-12-01,"18-74","All Delay Reasons",45,1
"S08000028",2022-12-01,"18-74","Health and Social Care Reasons",45,1
"S08000028",2022-12-01,"18-74","Patient and Family Related Reasons",0,0
"S08000028",2022-12-01,"18-74","Code 9 AWI",0,0
"S08000028",2022-12-01,"18-74","Code 9 Non-AWI",0,0
"S08000028",2022-12-01,"75plus","All Delay Reasons",240,8
"S08000028",2022-12-01,"75plus","Health and Social Care Reasons",188,6
"S08000028",2022-12-01,"75plus","Patient and Family Related Reasons",0,0
"S08000028",2022-12-01,"75plus","Code 9 AWI",0,0
"S08000028",2022-12-01,"75plus","Code 9 Non-AWI",52,2
"S08000029",2022-12-01,"18plus","All Delay Reasons",3596,116
"S08000029",2022-12-01,"18plus","Health and Social Care Reasons",1805,58
"S08000029",2022-12-01,"18plus","Patient and Family Related Reasons",14,0
"S08000029",2022-12-01,"18plus","Code 9 AWI",1265,41
"S08000029",2022-12-01,"18plus","Code 9 Non-AWI",512,17
"S08000029",2022-12-01,"18-74","All Delay Reasons",1343,43
"S08000029",2022-12-01,"18-74","Health and Social Care Reasons",588,19
"S08000029",2022-12-01,"18-74","Patient and Family Related Reasons",0,0
"S08000029",2022-12-01,"18-74","Code 9 AWI",489,16
"S08000029",2022-12-01,"18-74","Code 9 Non-AWI",266,9
"S08000029",2022-12-01,"75plus","All Delay Reasons",2253,73
"S08000029",2022-12-01,"75plus","Health and Social Care Reasons",1217,39
"S08000029",2022-12-01,"75plus","Patient and Family Related Reasons",14,0
"S08000029",2022-12-01,"75plus","Code 9 AWI",776,25
"S08000029",2022-12-01,"75plus","Code 9 Non-AWI",246,8
"S08000030",2022-12-01,"18plus","All Delay Reasons",4253,137
"S08000030",2022-12-01,"18plus","Health and Social Care Reasons",2504,81
"S08000030",2022-12-01,"18plus","Patient and Family Related Reasons",71,2
"S08000030",2022-12-01,"18plus","Code 9 AWI",653,21
"S08000030",2022-12-01,"18plus","Code 9 Non-AWI",1025,33
"S08000030",2022-12-01,"18-74","All Delay Reasons",1745,56
"S08000030",2022-12-01,"18-74","Health and Social Care Reasons",595,19
"S08000030",2022-12-01,"18-74","Patient and Family Related Reasons",31,1
"S08000030",2022-12-01,"18-74","Code 9 AWI",305,10
"S08000030",2022-12-01,"18-74","Code 9 Non-AWI",814,26
"S08000030",2022-12-01,"75plus","All Delay Reasons",2508,81
"S08000030",2022-12-01,"75plus","Health and Social Care Reasons",1909,62
"S08000030",2022-12-01,"75plus","Patient and Family Related Reasons",40,1
"S08000030",2022-12-01,"75plus","Code 9 AWI",348,11
"S08000030",2022-12-01,"75plus","Code 9 Non-AWI",211,7
"S08000031",2022-12-01,"18plus","All Delay Reasons",11373,367
"S08000031",2022-12-01,"18plus","Health and Social Care Reasons",6905,223
"S08000031",2022-12-01,"18plus","Patient and Family Related Reasons",324,10
"S08000031",2022-12-01,"18plus","Code 9 AWI",3162,102
"S08000031",2022-12-01,"18plus","Code 9 Non-AWI",982,32
"S08000031",2022-12-01,"18-74","All Delay Reasons",4721,152
"S08000031",2022-12-01,"18-74","Health and Social Care Reasons",2930,95
"S08000031",2022-12-01,"18-74","Patient and Family Related Reasons",201,6
"S08000031",2022-12-01,"18-74","Code 9 AWI",1053,34
"S08000031",2022-12-01,"18-74","Code 9 Non-AWI",537,17
"S08000031",2022-12-01,"75plus","All Delay Reasons",6652,215
"S08000031",2022-12-01,"75plus","Health and Social Care Reasons",3975,128
"S08000031",2022-12-01,"75plus","Patient and Family Related Reasons",123,4
"S08000031",2022-12-01,"75plus","Code 9 AWI",2109,68
"S08000031",2022-12-01,"75plus","Code 9 Non-AWI",445,14
"S08000032",2022-12-01,"18plus","All Delay Reasons",5906,191
"S08000032",2022-12-01,"18plus","Health and Social Care Reasons",4664,150
"S08000032",2022-12-01,"18plus","Patient and Family Related Reasons",190,6
"S08000032",2022-12-01,"18plus","Code 9 AWI",937,30
"S08000032",2022-12-01,"18plus","Code 9 Non-AWI",115,4
"S08000032",2022-12-01,"18-74","All Delay Reasons",2159,70
"S08000032",2022-12-01,"18-74","Health and Social Care Reasons",1726,56
"S08000032",2022-12-01,"18-74","Patient and Family Related Reasons",18,1
"S08000032",2022-12-01,"18-74","Code 9 AWI",384,12
"S08000032",2022-12-01,"18-74","Code 9 Non-AWI",31,1
"S08000032",2022-12-01,"75plus","All Delay Reasons",3747,121
"S08000032",2022-12-01,"75plus","Health and Social Care Reasons",2938,95
"S08000032",2022-12-01,"75plus","Patient and Family Related Reasons",172,6
"S08000032",2022-12-01,"75plus","Code 9 AWI",553,18
"S08000032",2022-12-01,"75plus","Code 9 Non-AWI",84,3
"S92000003",2022-12-01,"18plus","All Delay Reasons",58211,1878
"S92000003",2022-12-01,"18plus","Health and Social Care Reasons",39177,1264
"S92000003",2022-12-01,"18plus","Patient and Family Related Reasons",1384,45
"S92000003",2022-12-01,"18plus","Code 9 AWI",12399,400
"S92000003",2022-12-01,"18plus","Code 9 Non-AWI",5251,169
"S92000003",2022-12-01,"18-74","All Delay Reasons",20189,651
"S92000003",2022-12-01,"18-74","Health and Social Care Reasons",12780,412
"S92000003",2022-12-01,"18-74","Patient and Family Related Reasons",423,14
"S92000003",2022-12-01,"18-74","Code 9 AWI",4125,133
"S92000003",2022-12-01,"18-74","Code 9 Non-AWI",2861,92
"S92000003",2022-12-01,"75plus","All Delay Reasons",38022,1227
"S92000003",2022-12-01,"75plus","Health and Social Care Reasons",26397,852
"S92000003",2022-12-01,"75plus","Patient and Family Related Reasons",961,31
"S92000003",2022-12-01,"75plus","Code 9 AWI",8274,267
"S92000003",2022-12-01,"75plus","Code 9 Non-AWI",2390,77
"S08000015",2023-01-01,"18plus","All Delay Reasons",6925,223
"S08000015",2023-01-01,"18plus","Health and Social Care Reasons",4728,153
"S08000015",2023-01-01,"18plus","Patient and Family Related Reasons",101,3
"S08000015",2023-01-01,"18plus","Code 9 AWI",1130,36
"S08000015",2023-01-01,"18plus","Code 9 Non-AWI",966,31
"S08000015",2023-01-01,"18-74","All Delay Reasons",1973,64
"S08000015",2023-01-01,"18-74","Health and Social Care Reasons",1130,36
"S08000015",2023-01-01,"18-74","Patient and Family Related Reasons",13,0
"S08000015",2023-01-01,"18-74","Code 9 AWI",350,11
"S08000015",2023-01-01,"18-74","Code 9 Non-AWI",480,15
"S08000015",2023-01-01,"75plus","All Delay Reasons",4952,160
"S08000015",2023-01-01,"75plus","Health and Social Care Reasons",3598,116
"S08000015",2023-01-01,"75plus","Patient and Family Related Reasons",88,3
"S08000015",2023-01-01,"75plus","Code 9 AWI",780,25
"S08000015",2023-01-01,"75plus","Code 9 Non-AWI",486,16
"S08000016",2023-01-01,"18plus","All Delay Reasons",1899,61
"S08000016",2023-01-01,"18plus","Health and Social Care Reasons",1485,48
"S08000016",2023-01-01,"18plus","Patient and Family Related Reasons",34,1
"S08000016",2023-01-01,"18plus","Code 9 AWI",380,12
"S08000016",2023-01-01,"18plus","Code 9 Non-AWI",0,0
"S08000016",2023-01-01,"18-74","All Delay Reasons",497,16
"S08000016",2023-01-01,"18-74","Health and Social Care Reasons",440,14
"S08000016",2023-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000016",2023-01-01,"18-74","Code 9 AWI",57,2
"S08000016",2023-01-01,"18-74","Code 9 Non-AWI",0,0
"S08000016",2023-01-01,"75plus","All Delay Reasons",1402,45
"S08000016",2023-01-01,"75plus","Health and Social Care Reasons",1045,34
"S08000016",2023-01-01,"75plus","Patient and Family Related Reasons",34,1
"S08000016",2023-01-01,"75plus","Code 9 AWI",323,10
"S08000016",2023-01-01,"75plus","Code 9 Non-AWI",0,0
"S08000017",2023-01-01,"18plus","All Delay Reasons",3302,107
"S08000017",2023-01-01,"18plus","Health and Social Care Reasons",2618,84
"S08000017",2023-01-01,"18plus","Patient and Family Related Reasons",47,2
"S08000017",2023-01-01,"18plus","Code 9 AWI",417,13
"S08000017",2023-01-01,"18plus","Code 9 Non-AWI",220,7
"S08000017",2023-01-01,"18-74","All Delay Reasons",878,28
"S08000017",2023-01-01,"18-74","Health and Social Care Reasons",585,19
"S08000017",2023-01-01,"18-74","Patient and Family Related Reasons",25,1
"S08000017",2023-01-01,"18-74","Code 9 AWI",125,4
"S08000017",2023-01-01,"18-74","Code 9 Non-AWI",143,5
"S08000017",2023-01-01,"75plus","All Delay Reasons",2424,78
"S08000017",2023-01-01,"75plus","Health and Social Care Reasons",2033,66
"S08000017",2023-01-01,"75plus","Patient and Family Related Reasons",22,1
"S08000017",2023-01-01,"75plus","Code 9 AWI",292,9
"S08000017",2023-01-01,"75plus","Code 9 Non-AWI",77,2
"S08000019",2023-01-01,"18plus","All Delay Reasons",3557,115
"S08000019",2023-01-01,"18plus","Health and Social Care Reasons",2120,68
"S08000019",2023-01-01,"18plus","Patient and Family Related Reasons",0,0
"S08000019",2023-01-01,"18plus","Code 9 AWI",1184,38
"S08000019",2023-01-01,"18plus","Code 9 Non-AWI",253,8
"S08000019",2023-01-01,"18-74","All Delay Reasons",940,30
"S08000019",2023-01-01,"18-74","Health and Social Care Reasons",504,16
"S08000019",2023-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000019",2023-01-01,"18-74","Code 9 AWI",230,7
"S08000019",2023-01-01,"18-74","Code 9 Non-AWI",206,7
"S08000019",2023-01-01,"75plus","All Delay Reasons",2617,84
"S08000019",2023-01-01,"75plus","Health and Social Care Reasons",1616,52
"S08000019",2023-01-01,"75plus","Patient and Family Related Reasons",0,0
"S08000019",2023-01-01,"75plus","Code 9 AWI",954,31
"S08000019",2023-01-01,"75plus","Code 9 Non-AWI",47,2
"S08000020",2023-01-01,"18plus","All Delay Reasons",3523,114
"S08000020",2023-01-01,"18plus","Health and Social Care Reasons",2668,86
"S08000020",2023-01-01,"18plus","Patient and Family Related Reasons",33,1
"S08000020",2023-01-01,"18plus","Code 9 AWI",556,18
"S08000020",2023-01-01,"18plus","Code 9 Non-AWI",266,9
"S08000020",2023-01-01,"18-74","All Delay Reasons",1173,38
"S08000020",2023-01-01,"18-74","Health and Social Care Reasons",795,26
"S08000020",2023-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000020",2023-01-01,"18-74","Code 9 AWI",186,6
"S08000020",2023-01-01,"18-74","Code 9 Non-AWI",192,6
"S08000020",2023-01-01,"75plus","All Delay Reasons",2350,76
"S08000020",2023-01-01,"75plus","Health and Social Care Reasons",1873,60
"S08000020",2023-01-01,"75plus","Patient and Family Related Reasons",33,1
"S08000020",2023-01-01,"75plus","Code 9 AWI",370,12
"S08000020",2023-01-01,"75plus","Code 9 Non-AWI",74,2
"S08000022",2023-01-01,"18plus","All Delay Reasons",4861,157
"S08000022",2023-01-01,"18plus","Health and Social Care Reasons",3619,117
"S08000022",2023-01-01,"18plus","Patient and Family Related Reasons",41,1
"S08000022",2023-01-01,"18plus","Code 9 AWI",794,26
"S08000022",2023-01-01,"18plus","Code 9 Non-AWI",407,13
"S08000022",2023-01-01,"18-74","All Delay Reasons",1377,44
"S08000022",2023-01-01,"18-74","Health and Social Care Reasons",828,27
"S08000022",2023-01-01,"18-74","Patient and Family Related Reasons",0,0
"S08000022",2023-01-01,"18-74","Code 9 AWI",240,8
"S08000022",2023-01-01,"18-74","Code 9 Non-AWI",309,10
"S08000022",2023-01-01,"75plus","All Delay Reasons",3484,112
"S08000022",2023-01-01,"75plus","Health and Social Care Reasons",2791,90
"S08000022",2023-01-01,"75plus","Patient and Family Related Reasons",41,1
"S08000022",2023-01-01,"75plus","Code 9 AWI",554,18
"S08000022",2023-01-01,"75plus","Code 9 Non-AWI",98,3
"S08000024",2023-01-01,"18plus","All Delay Reasons",7344,237
"S08000024",2023-01-01,"18plus","Health and Social Care Reasons",5667,183
"S08000024",2023-01-01,"18plus","Patient and Family Related Reasons",332,11
"S08000024",2023-01-01,"18plus","Code 9 AWI",1207,39
"S08000024",2023-01-01,"18plus","Code 9 Non-AWI",138,4
"S08000024",2023-01-01,"18-74","All Delay Reasons",2388,77
"S08000024",2023-01-01,"18-74","Health and Social Care Reasons",1870,60
"S08000024",2023-01-01,"18-74","Patient and Family Related Reasons",62,2
"S08000024",2023-01-01,"18-74","Code 9 AWI",392,13
"S08000024",2023-01-01,"18-74","Code 9 Non-AWI",64,2
"S08000024",2023-01-01,"75plus","All Delay Reasons",4956,160
"S08000024",2023-01-01,"75plus","Health and Social Care Reasons",3797,122
"S08000024",2023-01-01,"75plus","Patient and Family Related Reasons",270,9
"S08000024",2023-01-01,"75plus","Code 9 AWI",815,26
"S08000024",2023-01-01,"75plus","Code 9 Non-AWI",74,2
"S08000025",2023-01-01,"18plus","All Delay Reasons",213,7
"S08000025",2023-01-01,"18plus","Health and Social Care Reasons",99,3
"S08000025",2023-01-01,"18plus","Patient and Family Related Reasons",63,2
"S08000025",2023-01-01,"18plus","Code 9 AWI",51,2
"S08000025",2023-01-01,"18plus","Code 9 Non-AWI",0,0
"S08000025",2023-01-01,"18-74","All Delay Reasons",66,2
"S08000025",2023-01-01,"18-74","Health and Social Care Reasons",40,1
"S08000025",2023-01-01,"18-74","Patient and Family Related Reasons",26,1
"S08000025",2023-01-01,"18-74","Code 9 AWI",0,0
"S08000025",2023-01-01,"18-74","Code 9 Non-AWI",0,0
"S08000025",2023-01-01,"75plus","All Delay Reasons",147,5
"S08000025",2023-01-01,"75plus","Health and Social Care Reasons",59,2
"S08000025",2023-01-01,"75plus","Patient and Family Related Reasons",37,1
"S08000025",2023-01-01,"75plus","Code 9 AWI",51,2
"S08000025",2023-01-01,"75plus","Code 9 Non-AWI",0,0
"S08000026",2023-01-01,"18plus","All Delay Reasons",242,8
