"lhb22_code","lhb22_name","date","pathway_stage","waits_over_18_weeks","waits_over_53_weeks","total_waits"
"W11000028","Aneurin Bevan LHB",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",15956,7756,24921
"W11000029","Cardiff and Vale University LHB",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",18255,7691,27268
"W11000030","Cwm Taf Morgannwg University Health Board",2024-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",11249,5608,16811
"W11000023","Betsi Cadwaladr University LHB",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",21066,12010,29024
"W11000025","Hywel Dda LHB",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",14430,8418,19624
"W11000024","Powys Teaching LHB",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",397,14,682
"W11000028","Aneurin Bevan LHB",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16445,8076,25334
"W11000029","Cardiff and Vale University LHB",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",19071,8276,28336
"W11000030","Cwm Taf Morgannwg University Health Board",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",11371,5609,16849
"W11000031","Swansea Bay University Health Board",2024-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",20357,10774,27940
"W11000023","Betsi Cadwaladr University LHB",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",21351,12225,28966
"W11000025","Hywel Dda LHB",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",13855,8220,19145
"W11000024","Powys Teaching LHB",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",337,2,635
"W11000028","Aneurin Bevan LHB",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",16840,8419,25533
"W11000029","Cardiff and Vale University LHB",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",19516,8686,28497
"W11000030","Cwm Taf Morgannwg University Health Board",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",11601,5775,16896
"W11000031","Swansea Bay University Health Board",2024-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",20492,10868,27669
"W11000023","Betsi Cadwaladr University LHB",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",21687,12540,29593
"W11000025","Hywel Dda LHB",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",14079,8340,19587
"W11000024","Powys Teaching LHB",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",359,3,674
"W11000028","Aneurin Bevan LHB",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",16840,8394,25788
"W11000029","Cardiff and Vale University LHB",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",19532,8901,28947
"W11000030","Cwm Taf Morgannwg University Health Board",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",11803,5862,17251
"W11000031","Swansea Bay University Health Board",2024-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",20649,10975,27685
"W11000023","Betsi Cadwaladr University LHB",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",21566,12746,29963
"W11000025","Hywel Dda LHB",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",14005,8379,19633
"W11000029","Cardiff and Vale University LHB",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",19562,9255,28873
"W11000024","Powys Teaching LHB",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",352,7,671
"W11000028","Aneurin Bevan LHB",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",16632,8488,25968
"W11000030","Cwm Taf Morgannwg University Health Board",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",11561,5810,17096
"W11000031","Swansea Bay University Health Board",2024-05-01,"Waiting for admitted diagnostic or therapeutic intervention only",20754,11258,27945
"W11000023","Betsi Cadwaladr University LHB",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",21551,12727,30125
"W11000025","Hywel Dda LHB",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",14225,8611,19825
"W11000024","Powys Teaching LHB",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",380,1,663
"W11000028","Aneurin Bevan LHB",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",16562,8582,25956
"W11000029","Cardiff and Vale University LHB",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",20027,9564,29241
"W11000030","Cwm Taf Morgannwg University Health Board",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",11567,5848,16864
"W11000031","Swansea Bay University Health Board",2024-06-01,"Waiting for admitted diagnostic or therapeutic intervention only",20676,11477,27976
"W11000023","Betsi Cadwaladr University LHB",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",21869,12942,30874
"W11000025","Hywel Dda LHB",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",15169,9436,20671
"W11000031","Swansea Bay University Health Board",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",20744,11722,28230
"W11000024","Powys Teaching LHB",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",392,1,644
"W11000028","Aneurin Bevan LHB",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",16857,8733,26070
"W11000029","Cardiff and Vale University LHB",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",20523,9907,29821
"W11000030","Cwm Taf Morgannwg University Health Board",2024-07-01,"Waiting for admitted diagnostic or therapeutic intervention only",11511,5874,16664
"W11000023","Betsi Cadwaladr University LHB",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",22226,13091,30980
"W11000025","Hywel Dda LHB",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",15367,9636,20841
"W11000024","Powys Teaching LHB",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",398,NA,628
"W11000028","Aneurin Bevan LHB",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",17130,8893,26158
"W11000030","Cwm Taf Morgannwg University Health Board",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",11648,5971,16617
"W11000031","Swansea Bay University Health Board",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",20864,11872,28123
"W11000029","Cardiff and Vale University LHB",2024-08-01,"Waiting for admitted diagnostic or therapeutic intervention only",20784,10109,29545
"W11000023","Betsi Cadwaladr University LHB",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",22441,13054,31617
"W11000025","Hywel Dda LHB",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",15298,9546,20838
"W11000031","Swansea Bay University Health Board",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",20909,11842,28508
"W11000024","Powys Teaching LHB",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",385,NA,621
"W11000028","Aneurin Bevan LHB",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",17247,8906,25897
"W11000029","Cardiff and Vale University LHB",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",21176,10371,30040
"W11000030","Cwm Taf Morgannwg University Health Board",2024-09-01,"Waiting for admitted diagnostic or therapeutic intervention only",11628,5963,16748
"W11000023","Betsi Cadwaladr University LHB",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",22506,13278,31907
"W11000025","Hywel Dda LHB",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",15483,9716,20959
"W11000024","Powys Teaching LHB",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",383,2,600
"W11000028","Aneurin Bevan LHB",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",17432,9108,26333
"W11000029","Cardiff and Vale University LHB",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",21677,10873,30995
"W11000030","Cwm Taf Morgannwg University Health Board",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",11902,6306,17242
"W11000031","Swansea Bay University Health Board",2024-10-01,"Waiting for admitted diagnostic or therapeutic intervention only",21295,12004,29030
"W11000023","Betsi Cadwaladr University LHB",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",23005,13636,32294
"W11000025","Hywel Dda LHB",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",16236,9623,21623
"W11000024","Powys Teaching LHB",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",414,1,615
"W11000028","Aneurin Bevan LHB",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",17257,9161,26376
"W11000029","Cardiff and Vale University LHB",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",21827,10994,31198
"W11000030","Cwm Taf Morgannwg University Health Board",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",12423,6666,17834
"W11000031","Swansea Bay University Health Board",2024-11-01,"Waiting for admitted diagnostic or therapeutic intervention only",20863,11772,28891
"W11000023","Betsi Cadwaladr University LHB",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",23410,14042,32684
"W11000025","Hywel Dda LHB",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",15970,9572,21378
"W11000024","Powys Teaching LHB",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",401,NA,605
"W11000028","Aneurin Bevan LHB",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",17237,9244,26158
"W11000030","Cwm Taf Morgannwg University Health Board",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",12741,6883,18192
"W11000031","Swansea Bay University Health Board",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",20725,11788,28578
"W11000029","Cardiff and Vale University LHB",2024-12-01,"Waiting for admitted diagnostic or therapeutic intervention only",22253,11202,31755
"W11000023","Betsi Cadwaladr University LHB",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",23808,13865,32720
"W11000025","Hywel Dda LHB",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",15755,9292,21164
"W11000029","Cardiff and Vale University LHB",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",22016,10768,31387
"W11000024","Powys Teaching LHB",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",386,NA,607
"W11000028","Aneurin Bevan LHB",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",16978,8942,25807
"W11000030","Cwm Taf Morgannwg University Health Board",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",13553,7251,18922
"W11000031","Swansea Bay University Health Board",2025-01-01,"Waiting for admitted diagnostic or therapeutic intervention only",20402,11221,28740
"W11000023","Betsi Cadwaladr University LHB",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",23507,13368,32047
"W11000025","Hywel Dda LHB",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",15477,9134,20827
"W11000024","Powys Teaching LHB",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",378,NA,594
"W11000028","Aneurin Bevan LHB",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",16638,8587,25128
"W11000029","Cardiff and Vale University LHB",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",21114,9978,30375
"W11000030","Cwm Taf Morgannwg University Health Board",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",13495,7084,18804
"W11000031","Swansea Bay University Health Board",2025-02-01,"Waiting for admitted diagnostic or therapeutic intervention only",20056,10788,28658
"W11000023","Betsi Cadwaladr University LHB",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",23124,12878,32178
"W11000025","Hywel Dda LHB",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",15233,9043,20878
"W11000024","Powys Teaching LHB",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",335,NA,548
"W11000028","Aneurin Bevan LHB",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",15694,7606,24122
"W11000029","Cardiff and Vale University LHB",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",21013,9913,30259
"W11000030","Cwm Taf Morgannwg University Health Board",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",13063,6580,18855
"W11000031","Swansea Bay University Health Board",2025-03-01,"Waiting for admitted diagnostic or therapeutic intervention only",20175,10547,28784
"W11000023","Betsi Cadwaladr University LHB",2025-04-01,"Waiting for admitted diagnostic or therapeutic intervention only",23018,12773,31819
