"trust18_code","date","hospital","programme_of_care","specialty","total_available_beds","average_available_beds","total_occupied_beds","average_occupied_beds","total_inpatients","total_day_case","elective_inpatient","non_elective_inpatient","regular_attenders"
"NHSCT",2012-09-30,"Causeway","Acute Services","Ear Nose Throat",0,0,0,0,0,30,0,0,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Endocrinology",55,1,55,1,9,0,2,7,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Gastroenterology",85,1,85,1,27,234,7,20,0
"NHSCT",2012-09-30,"Causeway","Acute Services","General Medicine",5210,57,4914,53,728,30,6,722,0
"NHSCT",2012-09-30,"Causeway","Acute Services","General Practice Other",0,0,0,0,1,134,1,0,0
"NHSCT",2012-09-30,"Causeway","Acute Services","General Surgery",3177,35,2560,28,620,562,154,466,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Gynaecology",473,5,379,4,167,178,98,69,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Haematology Clinical",0,0,0,0,0,41,0,0,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Paediatrics",1178,13,432,5,349,0,13,336,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Pain Management",0,0,0,0,1,78,0,1,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Rehabilitation",0,0,0,0,10,0,0,10,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Thoracic Medicine",70,1,70,1,15,22,3,12,0
"NHSCT",2012-09-30,"Causeway","Acute Services","Urology",836,9,669,7,294,795,231,63,0
"NHSCT",2012-09-30,"Causeway","Elderly Care","Geriatric Medicine",2922,32,2891,31,145,0,0,0,0
"NHSCT",2012-09-30,"Causeway","Elderly Care","Old Age Psychiatry",184,2,151,2,1,0,0,0,0
"NHSCT",2012-09-30,"Causeway","Maternity & Child Health","Obstetrics",1953,21,1079,12,458,0,0,0,0
"NHSCT",2012-09-30,"Causeway","Maternity & Child Health","Well Babies Obs",1490,16,1373,15,324,0,0,0,0
"NHSCT",2012-09-30,"Causeway","Mental Health","Mental Illness",2024,22,2040,22,31,0,0,0,0
"NHSCT",2012-09-30,"Dalriada","Acute Services","General Practice Other",2944,32,2350,26,111,0,45,66,0
"NHSCT",2012-09-30,"Holywell","Elderly Care","Old Age Psychiatry",5060,55,4841,53,32,0,0,0,0
"NHSCT",2012-09-30,"Holywell","Mental Health","Mental Illness",11224,122,9094,99,139,0,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Ear Nose Throat",0,0,0,0,0,75,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Gastroenterology",0,0,0,0,0,318,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","General Medicine",72,1,0,0,0,26,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","General Practice Other",0,0,0,0,0,120,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","General Surgery",0,0,0,0,0,275,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Gynaecology",0,0,0,0,0,39,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Haematology Clinical",0,0,0,0,0,5,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Neurology",0,0,0,0,0,5,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Ophthalmology",0,0,0,0,0,101,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Pain Management",0,0,0,0,0,76,0,0,0
"NHSCT",2012-09-30,"Mid Ulster","Acute Services","Rehabilitation",2318,25,2201,24,64,0,0,64,0
"NHSCT",2012-09-30,"Mid Ulster","Elderly Care","Geriatric Medicine",370,4,179,2,6,0,0,0,0
"NHSCT",2012-09-30,"Moyle","Acute Services","General Practice Other",1656,18,1255,14,63,0,0,63,0
"NHSCT",2012-09-30,"Robinson Memorial","Acute Services","General Practice Other",2300,25,2052,22,49,0,15,34,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","Dermatology",0,0,0,0,0,83,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","Ear Nose Throat",0,0,0,0,0,41,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","Gastroenterology",0,0,0,0,0,702,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","General Medicine",0,0,0,0,0,15,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","General Surgery",0,0,0,0,0,356,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","Gynaecology",0,0,0,0,0,122,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","Oral Surgery",0,0,0,0,0,4,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Acute Services","Urology",0,0,0,0,0,14,0,0,0
"NHSCT",2012-09-30,"Whiteabbey","Elderly Care","Geriatric Medicine",4050,44,3721,40,128,0,0,0,0
"SEHSCT",2012-09-30,"Ards","Acute Services","General Medicine",0,0,0,0,1,145,0,1,0
"SEHSCT",2012-09-30,"Ards","Acute Services","General Practice Other",1128,12,1097,12,74,0,0,74,0
"SEHSCT",2012-09-30,"Ards","Acute Services","General Surgery",0,0,0,0,0,572,0,0,0
"SEHSCT",2012-09-30,"Ards","Acute Services","Gynaecology",0,0,0,0,0,61,0,0,0
"SEHSCT",2012-09-30,"Ards","Acute Services","Plastic Surgery",0,0,0,0,0,17,0,0,0
"SEHSCT",2012-09-30,"Ards","Acute Services","Urology",0,0,0,0,0,454,0,0,0
"SEHSCT",2012-09-30,"Ards","Elderly Care","Geriatric Medicine",712,8,523,6,37,0,0,0,0
"SEHSCT",2012-09-30,"Bangor","Acute Services","General Practice Other",1840,20,1648,18,136,0,0,136,0
"SEHSCT",2012-09-30,"Downe","Acute Services","Ear Nose Throat",0,0,0,0,2,22,0,2,0
"SEHSCT",2012-09-30,"Downe","Acute Services","Gastroenterology",0,0,0,0,0,110,0,0,0
"SEHSCT",2012-09-30,"Downe","Acute Services","General Medicine",4382,48,3834,42,719,11,7,712,0
"SEHSCT",2012-09-30,"Downe","Acute Services","General Practice Other",0,0,0,0,0,85,0,0,0
"SEHSCT",2012-09-30,"Downe","Acute Services","General Surgery",0,0,0,0,0,111,0,0,0
"SEHSCT",2012-09-30,"Downe","Acute Services","Ophthalmology",0,0,0,0,0,87,0,0,0
"SEHSCT",2012-09-30,"Downe","Acute Services","Oral Surgery",0,0,0,0,0,52,0,0,0
"SEHSCT",2012-09-30,"Downe","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,1,29,0,1,0
"SEHSCT",2012-09-30,"Downe","Acute Services","Urology",0,0,0,0,1,34,0,1,0
"SEHSCT",2012-09-30,"Downe","Elderly Care","Geriatric Medicine",133,1,80,1,7,0,0,0,0
"SEHSCT",2012-09-30,"Downshire","Elderly Care","Old Age Psychiatry",1840,20,1508,16,26,0,0,0,0
"SEHSCT",2012-09-30,"Downshire","Mental Health","Mental Illness",8280,90,7498,82,100,0,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","Ear Nose Throat",0,0,0,0,0,18,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","General Medicine",5882,64,4876,53,832,269,24,808,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","General Practice Other",0,0,0,0,0,111,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","General Surgery",1,0,1,0,1,637,1,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","Gynaecology",0,0,0,0,0,293,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","Neurosurgery",0,0,0,0,0,36,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","Ophthalmology",0,0,0,0,1,219,0,1,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","Plastic Surgery",0,0,0,0,0,133,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Acute Services","Urology",0,0,0,0,0,200,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley","Elderly Care","Geriatric Medicine",2486,27,1792,20,107,0,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley PNU","Elderly Care","Old Age Psychiatry",1472,16,998,11,17,0,0,0,0
"SEHSCT",2012-09-30,"Lagan Valley PNU","Mental Health","Mental Illness",2024,22,1823,20,97,0,0,0,0
"SEHSCT",2012-09-30,"Thompson House","Acute Services","Neurology",3220,35,2982,32,76,0,72,4,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Accident & Emergency",846,9,654,7,777,0,0,777,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Anaesthetics",967,11,653,7,35,0,1,34,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Cardiology",3265,36,3099,34,637,91,29,608,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Clinical Oncology",0,0,0,0,20,793,0,20,741
"SEHSCT",2012-09-30,"Ulster","Acute Services","Dermatology",0,0,0,0,0,736,0,0,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Ear Nose Throat",174,2,55,1,61,180,49,12,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","General Medicine",14398,157,13296,145,2084,704,61,2023,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","General Practice Other",0,0,0,0,0,278,0,0,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","General Surgery",6872,75,6128,67,1253,135,391,862,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Gynaecology",1632,18,1090,12,379,7,211,168,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Haematology Clinical",703,8,668,7,99,444,44,55,420
"SEHSCT",2012-09-30,"Ulster","Acute Services","Nephrology",306,3,306,3,35,3907,10,25,3890
"SEHSCT",2012-09-30,"Ulster","Acute Services","Neurology",0,0,0,0,2,25,0,2,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Oral Surgery",515,6,515,6,248,29,80,168,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Paediatric Surgery",1,0,1,0,2,136,1,1,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Paediatrics",2589,28,2094,23,809,39,10,799,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Pain Management",0,0,0,0,0,167,0,0,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Plastic Surgery",2030,22,1403,15,662,288,152,510,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Rheumatology",130,1,130,1,13,67,1,12,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Trauma & Orthopaedics Surgery",3848,42,3316,36,418,9,97,321,0
"SEHSCT",2012-09-30,"Ulster","Acute Services","Urology",723,8,723,8,199,2,108,91,0
"SEHSCT",2012-09-30,"Ulster","Elderly Care","Geriatric Medicine",7175,78,6777,74,603,148,0,0,0
"SEHSCT",2012-09-30,"Ulster","Maternity & Child Health","Obstetrics",3381,37,2362,26,1035,0,0,0,0
"SEHSCT",2012-09-30,"Ulster","Maternity & Child Health","Well Babies Obs",3186,35,1419,15,830,0,0,0,0
"SEHSCT",2012-09-30,"Ulster MHU","Mental Health","Mental Illness",2208,24,2137,23,61,0,0,0,0
"SHSCT",2012-09-30,"Banbridge","Acute Services","Rheumatology",0,0,0,0,0,261,0,0,0
"SHSCT",2012-09-30,"Bluestone","Elderly Care","Old Age Psychiatry",1288,14,1490,16,20,0,0,0,0
"SHSCT",2012-09-30,"Bluestone","Mental Health","Child & Adolescent Psychiatry",0,0,1,0,0,0,0,0,0
"SHSCT",2012-09-30,"Bluestone","Mental Health","Mental Illness",5520,60,4327,47,227,0,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Accident & Emergency",532,6,345,4,579,0,0,579,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Anaesthetics",752,8,566,6,33,0,1,32,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Cardiology",2784,30,2565,28,474,536,40,434,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Clinical Oncology",0,0,0,0,0,579,0,0,522
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Dermatology",215,2,186,2,29,245,27,2,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Ear Nose Throat",1115,12,654,7,521,203,381,140,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Gastroenterology",55,1,55,1,19,385,17,2,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","General Medicine",9989,109,8802,96,1531,56,15,1516,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","General Practice Other",0,0,0,0,0,111,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","General Surgery",7258,79,5935,65,1307,565,357,950,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Gynaecology",1174,13,691,8,405,169,218,187,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Haematology Clinical",491,5,480,5,52,430,11,41,245
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Neurology",0,0,0,0,0,82,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Oral Surgery",0,0,0,0,0,25,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Paediatric Dentistry",0,0,0,0,0,3,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Paediatrics",3396,37,1737,19,466,2,2,464,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Rheumatology",18,0,18,0,2,320,0,2,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Thoracic Medicine",22,0,22,0,6,100,6,0,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Trauma & Orthopaedics Surgery",2976,32,2108,23,418,96,145,273,0
"SHSCT",2012-09-30,"Craigavon Area","Acute Services","Urology",1565,17,1251,14,446,441,255,191,27
"SHSCT",2012-09-30,"Craigavon Area","Elderly Care","Geriatric Medicine",3225,35,2644,29,387,0,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Maternity & Child Health","Obstetrics",4578,50,3181,35,1427,0,0,0,0
"SHSCT",2012-09-30,"Craigavon Area","Maternity & Child Health","Well Babies Paed",2977,32,2081,23,1115,0,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Cardiology",502,6,388,4,121,15,3,118,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Dermatology",0,0,0,0,0,40,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Ear Nose Throat",1,0,1,0,2,81,2,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Gastroenterology",3,0,3,0,2,288,2,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","General Medicine",5857,64,5208,57,1110,166,17,1093,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","General Practice Other",0,0,0,0,0,196,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","General Surgery",3873,42,2677,29,852,717,180,672,1
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Gynaecology",585,6,289,3,176,107,72,104,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Haematology Clinical",0,0,0,0,0,3,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Nephrology",512,6,512,6,71,3548,24,47,3534
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Oral Surgery",0,0,0,0,0,15,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Paediatrics",1591,17,981,11,329,4,15,314,0
"SHSCT",2012-09-30,"Daisy Hill","Acute Services","Thoracic Medicine",21,0,21,0,3,15,1,2,0
"SHSCT",2012-09-30,"Daisy Hill","Elderly Care","Geriatric Medicine",2492,27,2114,23,131,0,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Maternity & Child Health","Obstetrics",1828,20,1449,16,587,0,0,0,0
"SHSCT",2012-09-30,"Daisy Hill","Maternity & Child Health","Well Babies Paed",1718,19,1003,11,472,0,0,0,0
"SHSCT",2012-09-30,"Longstone","Learning Disability","Learning Disability",5643,61,5126,56,43,0,0,0,0
"SHSCT",2012-09-30,"Lurgan","Elderly Care","Geriatric Medicine",4693,51,4283,47,196,0,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Ear Nose Throat",0,0,0,0,0,69,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Gastroenterology",0,0,0,0,3,401,1,2,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","General Practice Other",0,0,0,0,0,79,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","General Surgery",0,0,0,0,0,740,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Gynaecology",0,0,0,0,0,81,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Ophthalmology",0,0,0,0,0,160,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Pain Management",0,0,0,0,0,229,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Rheumatology",0,0,0,0,0,19,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Trauma & Orthopaedics Surgery",0,0,0,0,0,32,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Acute Services","Urology",0,0,0,0,0,45,0,0,0
"SHSCT",2012-09-30,"South Tyrone","Elderly Care","Geriatric Medicine",4138,45,3528,38,139,0,0,0,0
"SHSCT",2012-09-30,"St Lukes","Elderly Care","Old Age Psychiatry",2208,24,1966,21,32,0,0,0,0
"SHSCT",2012-09-30,"St Lukes","Mental Health","Mental Illness",3270,36,2984,32,97,0,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Anaesthetics",950,10,497,5,23,0,3,20,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Cardiology",2253,25,1487,16,513,134,50,463,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Clinical Oncology",0,0,0,0,0,514,0,0,419
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Dermatology",458,5,308,3,50,1,41,9,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Ear Nose Throat",1117,12,896,10,482,167,345,137,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","General Medicine",11930,130,10158,110,1786,1255,84,1702,4
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","General Practice Other",0,0,0,0,0,205,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","General Surgery",5701,62,5033,55,1238,500,296,942,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Gynaecology",1286,14,563,6,293,137,208,85,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Haematology Clinical",671,7,608,7,68,556,9,59,190
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Nephrology",507,6,507,6,81,2453,15,66,2453
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Neurology",0,0,0,0,0,15,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Ophthalmology",150,2,59,1,35,712,17,18,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Oral Surgery",329,4,196,2,150,666,89,61,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Paediatrics",5173,56,1782,19,800,49,50,750,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Pain Management",0,0,0,0,0,125,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Radiology",0,0,0,0,0,26,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Trauma & Orthopaedics Surgery",4625,50,3696,40,811,80,388,423,0
"WHSCT",2012-09-30,"Altnagelvin Area","Acute Services","Urology",1018,11,783,9,273,559,197,76,0
"WHSCT",2012-09-30,"Altnagelvin Area","Elderly Care","Geriatric Medicine",4432,48,4226,46,293,0,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Maternity & Child Health","Obstetrics",3497,38,1695,18,775,0,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Maternity & Child Health","Well Babies Paed",1030,11,1030,11,646,0,0,0,0
"WHSCT",2012-09-30,"Altnagelvin Area","Mental Health","Mental Illness",0,0,0,0,0,19,0,0,0
"WHSCT",2012-09-30,"Gransha","Elderly Care","Old Age Psychiatry",1656,18,1406,15,6,0,0,0,0
"WHSCT",2012-09-30,"Gransha","Mental Health","Mental Illness",4716,51,4038,44,119,0,0,0,0
"WHSCT",2012-09-30,"Lakeview","Learning Disability","Learning Disability",2208,24,1592,17,30,0,0,0,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","Cardiology",760,8,559,6,148,2,6,142,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","General Medicine",5995,65,4929,54,1144,335,18,1126,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","General Practice Other",0,0,0,0,6,55,6,0,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","General Surgery",4087,44,3017,33,869,442,174,695,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","Gynaecology",790,9,297,3,182,78,77,105,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","Paediatrics",1723,19,802,9,413,0,10,403,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","Pain Management",0,0,0,0,0,1,0,0,0
"WHSCT",2012-09-30,"South West Acute","Acute Services","Rehabilitation",166,2,166,2,5,0,0,5,0
"WHSCT",2012-09-30,"South West Acute","Elderly Care","Geriatric Medicine",4462,49,3783,41,253,0,0,0,0
"WHSCT",2012-09-30,"South West Acute","Maternity & Child Health","Obstetrics",1528,17,1008,11,434,0,0,0,0
"WHSCT",2012-09-30,"South West Acute","Maternity & Child Health","Well Babies Paed",566,6,566,6,317,0,0,0,0
"WHSCT",2012-09-30,"Tyrone and Fermanagh","Elderly Care","Old Age Psychiatry",3680,40,3051,33,29,0,0,0,0
"WHSCT",2012-09-30,"Tyrone and Fermanagh","Mental Health","Mental Illness",4596,50,4435,48,124,0,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Cardiology",368,4,64,1,615,10,6,609,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Clinical Oncology",0,0,0,0,0,15,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Ear Nose Throat",0,0,0,0,0,76,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","General Medicine",0,0,0,0,1,56,1,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","General Surgery",0,0,0,0,0,795,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Gynaecology",0,0,0,0,0,53,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Nephrology",22,0,22,0,1,3020,0,1,3020
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Ophthalmology",0,0,0,0,0,149,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Pain Management",0,0,0,0,0,111,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Palliative Medicine",916,10,726,8,38,0,6,32,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Rehabilitation",2039,22,2039,22,89,0,6,83,0
"WHSCT",2012-09-30,"Tyrone County","Acute Services","Urology",0,0,0,0,0,117,0,0,0
"WHSCT",2012-09-30,"Tyrone County","Elderly Care","Geriatric Medicine",733,8,107,1,1,0,0,0,0
"WHSCT",2012-09-30,"Waterside","Elderly Care","Geriatric Medicine",4377,48,3649,40,109,0,0,0,0
"WHSCT",2012-09-30,"Waterside","Elderly Care","Old Age Psychiatry",1656,18,1361,15,19,0,0,0,0
"BHSCT",2012-12-31,"Beechcroft","Mental Health","Child & Adolescent Psychiatry",2852,31,2803,31,47,0,0,0,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Anaesthetics",0,0,0,0,0,60,0,0,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Cardiology",2989,33,1953,21,617,346,255,362,1
"BHSCT",2012-12-31,"Belfast City","Acute Services","Clinical Oncology",232,3,232,3,56,0,2,54,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Dermatology",823,9,588,6,46,0,35,11,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Endocrinology",126,1,126,1,0,0,0,0,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Gastroenterology",815,9,815,9,153,846,44,109,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","General Medicine",6180,67,5196,57,749,71,10,739,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","General Surgery",4207,46,3146,34,707,304,340,367,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Gynaecology",1968,21,1511,16,451,127,365,86,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Haematology Clinical",3312,36,3124,34,171,67,60,111,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Medical Oncology",200,2,200,2,42,0,3,39,0
"BHSCT",2012-12-31,"Belfast City","Acute Services","Nephrology",5780,63,3503,38,252,7437,189,63,7328
"BHSCT",2012-12-31,"Belfast City","Acute Services","Pain Management",212,2,0,0,0,115,0,0,0
