"ltla_code","date","age_group","delay_reason","num_delayed_bed_days","average_daily_delayed_beds"
"S12000049",2023-07-01,"18-74","Code 9 AWI",883,28
"S12000049",2023-07-01,"18-74","Code 9 Non-AWI",342,11
"S12000049",2023-07-01,"75plus","All Delay Reasons",2554,82
"S12000049",2023-07-01,"75plus","Health and Social Care Reasons",1584,51
"S12000049",2023-07-01,"75plus","Patient and Family Related Reasons",60,2
"S12000049",2023-07-01,"75plus","Code 9 AWI",910,29
"S12000049",2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S12000050",2023-07-01,"18plus","All Delay Reasons",3628,117
"S12000050",2023-07-01,"18plus","Health and Social Care Reasons",2731,88
"S12000050",2023-07-01,"18plus","Patient and Family Related Reasons",155,5
"S12000050",2023-07-01,"18plus","Code 9 AWI",570,18
"S12000050",2023-07-01,"18plus","Code 9 Non-AWI",172,6
"S12000050",2023-07-01,"18-74","All Delay Reasons",1334,43
"S12000050",2023-07-01,"18-74","Health and Social Care Reasons",976,31
"S12000050",2023-07-01,"18-74","Patient and Family Related Reasons",62,2
"S12000050",2023-07-01,"18-74","Code 9 AWI",166,5
"S12000050",2023-07-01,"18-74","Code 9 Non-AWI",130,4
"S12000050",2023-07-01,"75plus","All Delay Reasons",2294,74
"S12000050",2023-07-01,"75plus","Health and Social Care Reasons",1755,57
"S12000050",2023-07-01,"75plus","Patient and Family Related Reasons",93,3
"S12000050",2023-07-01,"75plus","Code 9 AWI",404,13
"S12000050",2023-07-01,"75plus","Code 9 Non-AWI",42,1
NA,2023-07-01,"18plus","All Delay Reasons",31,1
NA,2023-07-01,"18plus","Health and Social Care Reasons",0,0
NA,2023-07-01,"18plus","Patient and Family Related Reasons",0,0
NA,2023-07-01,"18plus","Code 9 AWI",0,0
NA,2023-07-01,"18plus","Code 9 Non-AWI",31,1
NA,2023-07-01,"18-74","All Delay Reasons",31,1
NA,2023-07-01,"18-74","Health and Social Care Reasons",0,0
NA,2023-07-01,"18-74","Patient and Family Related Reasons",0,0
NA,2023-07-01,"18-74","Code 9 AWI",0,0
NA,2023-07-01,"18-74","Code 9 Non-AWI",31,1
NA,2023-07-01,"75plus","All Delay Reasons",0,0
NA,2023-07-01,"75plus","Health and Social Care Reasons",0,0
NA,2023-07-01,"75plus","Patient and Family Related Reasons",0,0
NA,2023-07-01,"75plus","Code 9 AWI",0,0
NA,2023-07-01,"75plus","Code 9 Non-AWI",0,0
"S92000003",2023-07-01,"18plus","All Delay Reasons",56138,1811
"S92000003",2023-07-01,"18plus","Health and Social Care Reasons",39553,1276
"S92000003",2023-07-01,"18plus","Patient and Family Related Reasons",1872,60
"S92000003",2023-07-01,"18plus","Code 9 AWI",11022,356
"S92000003",2023-07-01,"18plus","Code 9 Non-AWI",3691,119
"S92000003",2023-07-01,"18-74","All Delay Reasons",20207,652
"S92000003",2023-07-01,"18-74","Health and Social Care Reasons",13048,421
"S92000003",2023-07-01,"18-74","Patient and Family Related Reasons",493,16
"S92000003",2023-07-01,"18-74","Code 9 AWI",3807,123
"S92000003",2023-07-01,"18-74","Code 9 Non-AWI",2859,92
"S92000003",2023-07-01,"75plus","All Delay Reasons",35931,1159
"S92000003",2023-07-01,"75plus","Health and Social Care Reasons",26505,855
"S92000003",2023-07-01,"75plus","Patient and Family Related Reasons",1379,44
"S92000003",2023-07-01,"75plus","Code 9 AWI",7215,233
"S92000003",2023-07-01,"75plus","Code 9 Non-AWI",832,27
"S12000005",2023-08-01,"18plus","All Delay Reasons",469,15
"S12000005",2023-08-01,"18plus","Health and Social Care Reasons",231,7
"S12000005",2023-08-01,"18plus","Patient and Family Related Reasons",83,3
"S12000005",2023-08-01,"18plus","Code 9 AWI",124,4
"S12000005",2023-08-01,"18plus","Code 9 Non-AWI",31,1
"S12000005",2023-08-01,"18-74","All Delay Reasons",113,4
"S12000005",2023-08-01,"18-74","Health and Social Care Reasons",51,2
"S12000005",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000005",2023-08-01,"18-74","Code 9 AWI",31,1
"S12000005",2023-08-01,"18-74","Code 9 Non-AWI",31,1
"S12000005",2023-08-01,"75plus","All Delay Reasons",356,11
"S12000005",2023-08-01,"75plus","Health and Social Care Reasons",180,6
"S12000005",2023-08-01,"75plus","Patient and Family Related Reasons",83,3
"S12000005",2023-08-01,"75plus","Code 9 AWI",93,3
"S12000005",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000006",2023-08-01,"18plus","All Delay Reasons",3072,99
"S12000006",2023-08-01,"18plus","Health and Social Care Reasons",2603,84
"S12000006",2023-08-01,"18plus","Patient and Family Related Reasons",12,0
"S12000006",2023-08-01,"18plus","Code 9 AWI",302,10
"S12000006",2023-08-01,"18plus","Code 9 Non-AWI",155,5
"S12000006",2023-08-01,"18-74","All Delay Reasons",970,31
"S12000006",2023-08-01,"18-74","Health and Social Care Reasons",656,21
"S12000006",2023-08-01,"18-74","Patient and Family Related Reasons",4,0
"S12000006",2023-08-01,"18-74","Code 9 AWI",155,5
"S12000006",2023-08-01,"18-74","Code 9 Non-AWI",155,5
"S12000006",2023-08-01,"75plus","All Delay Reasons",2102,68
"S12000006",2023-08-01,"75plus","Health and Social Care Reasons",1947,63
"S12000006",2023-08-01,"75plus","Patient and Family Related Reasons",8,0
"S12000006",2023-08-01,"75plus","Code 9 AWI",147,5
"S12000006",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000008",2023-08-01,"18plus","All Delay Reasons",840,27
"S12000008",2023-08-01,"18plus","Health and Social Care Reasons",119,4
"S12000008",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000008",2023-08-01,"18plus","Code 9 AWI",397,13
"S12000008",2023-08-01,"18plus","Code 9 Non-AWI",324,10
"S12000008",2023-08-01,"18-74","All Delay Reasons",260,8
"S12000008",2023-08-01,"18-74","Health and Social Care Reasons",15,0
"S12000008",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000008",2023-08-01,"18-74","Code 9 AWI",55,2
"S12000008",2023-08-01,"18-74","Code 9 Non-AWI",190,6
"S12000008",2023-08-01,"75plus","All Delay Reasons",580,19
"S12000008",2023-08-01,"75plus","Health and Social Care Reasons",104,3
"S12000008",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000008",2023-08-01,"75plus","Code 9 AWI",342,11
"S12000008",2023-08-01,"75plus","Code 9 Non-AWI",134,4
"S12000010",2023-08-01,"18plus","All Delay Reasons",205,7
"S12000010",2023-08-01,"18plus","Health and Social Care Reasons",197,6
"S12000010",2023-08-01,"18plus","Patient and Family Related Reasons",7,0
"S12000010",2023-08-01,"18plus","Code 9 AWI",1,0
"S12000010",2023-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000010",2023-08-01,"18-74","All Delay Reasons",32,1
"S12000010",2023-08-01,"18-74","Health and Social Care Reasons",32,1
"S12000010",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000010",2023-08-01,"18-74","Code 9 AWI",0,0
"S12000010",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000010",2023-08-01,"75plus","All Delay Reasons",173,6
"S12000010",2023-08-01,"75plus","Health and Social Care Reasons",165,5
"S12000010",2023-08-01,"75plus","Patient and Family Related Reasons",7,0
"S12000010",2023-08-01,"75plus","Code 9 AWI",1,0
"S12000010",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000011",2023-08-01,"18plus","All Delay Reasons",360,12
"S12000011",2023-08-01,"18plus","Health and Social Care Reasons",221,7
"S12000011",2023-08-01,"18plus","Patient and Family Related Reasons",24,1
"S12000011",2023-08-01,"18plus","Code 9 AWI",115,4
"S12000011",2023-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000011",2023-08-01,"18-74","All Delay Reasons",38,1
"S12000011",2023-08-01,"18-74","Health and Social Care Reasons",25,1
"S12000011",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000011",2023-08-01,"18-74","Code 9 AWI",13,0
"S12000011",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000011",2023-08-01,"75plus","All Delay Reasons",322,10
"S12000011",2023-08-01,"75plus","Health and Social Care Reasons",196,6
"S12000011",2023-08-01,"75plus","Patient and Family Related Reasons",24,1
"S12000011",2023-08-01,"75plus","Code 9 AWI",102,3
"S12000011",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000013",2023-08-01,"18plus","All Delay Reasons",604,19
"S12000013",2023-08-01,"18plus","Health and Social Care Reasons",377,12
"S12000013",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000013",2023-08-01,"18plus","Code 9 AWI",93,3
"S12000013",2023-08-01,"18plus","Code 9 Non-AWI",134,4
"S12000013",2023-08-01,"18-74","All Delay Reasons",137,4
"S12000013",2023-08-01,"18-74","Health and Social Care Reasons",106,3
"S12000013",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000013",2023-08-01,"18-74","Code 9 AWI",31,1
"S12000013",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000013",2023-08-01,"75plus","All Delay Reasons",467,15
"S12000013",2023-08-01,"75plus","Health and Social Care Reasons",271,9
"S12000013",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000013",2023-08-01,"75plus","Code 9 AWI",62,2
"S12000013",2023-08-01,"75plus","Code 9 Non-AWI",134,4
"S12000014",2023-08-01,"18plus","All Delay Reasons",2343,76
"S12000014",2023-08-01,"18plus","Health and Social Care Reasons",1431,46
"S12000014",2023-08-01,"18plus","Patient and Family Related Reasons",52,2
"S12000014",2023-08-01,"18plus","Code 9 AWI",595,19
"S12000014",2023-08-01,"18plus","Code 9 Non-AWI",265,9
"S12000014",2023-08-01,"18-74","All Delay Reasons",735,24
"S12000014",2023-08-01,"18-74","Health and Social Care Reasons",377,12
"S12000014",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000014",2023-08-01,"18-74","Code 9 AWI",207,7
"S12000014",2023-08-01,"18-74","Code 9 Non-AWI",151,5
"S12000014",2023-08-01,"75plus","All Delay Reasons",1608,52
"S12000014",2023-08-01,"75plus","Health and Social Care Reasons",1054,34
"S12000014",2023-08-01,"75plus","Patient and Family Related Reasons",52,2
"S12000014",2023-08-01,"75plus","Code 9 AWI",388,13
"S12000014",2023-08-01,"75plus","Code 9 Non-AWI",114,4
"S12000017",2023-08-01,"18plus","All Delay Reasons",5660,183
"S12000017",2023-08-01,"18plus","Health and Social Care Reasons",3926,127
"S12000017",2023-08-01,"18plus","Patient and Family Related Reasons",391,13
"S12000017",2023-08-01,"18plus","Code 9 AWI",1014,33
"S12000017",2023-08-01,"18plus","Code 9 Non-AWI",329,11
"S12000017",2023-08-01,"18-74","All Delay Reasons",1538,50
"S12000017",2023-08-01,"18-74","Health and Social Care Reasons",1038,33
"S12000017",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000017",2023-08-01,"18-74","Code 9 AWI",296,10
"S12000017",2023-08-01,"18-74","Code 9 Non-AWI",204,7
"S12000017",2023-08-01,"75plus","All Delay Reasons",4122,133
"S12000017",2023-08-01,"75plus","Health and Social Care Reasons",2888,93
"S12000017",2023-08-01,"75plus","Patient and Family Related Reasons",391,13
"S12000017",2023-08-01,"75plus","Code 9 AWI",718,23
"S12000017",2023-08-01,"75plus","Code 9 Non-AWI",125,4
"S12000018",2023-08-01,"18plus","All Delay Reasons",579,19
"S12000018",2023-08-01,"18plus","Health and Social Care Reasons",392,13
"S12000018",2023-08-01,"18plus","Patient and Family Related Reasons",8,0
"S12000018",2023-08-01,"18plus","Code 9 AWI",140,5
"S12000018",2023-08-01,"18plus","Code 9 Non-AWI",39,1
"S12000018",2023-08-01,"18-74","All Delay Reasons",243,8
"S12000018",2023-08-01,"18-74","Health and Social Care Reasons",162,5
"S12000018",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000018",2023-08-01,"18-74","Code 9 AWI",81,3
"S12000018",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000018",2023-08-01,"75plus","All Delay Reasons",336,11
"S12000018",2023-08-01,"75plus","Health and Social Care Reasons",230,7
"S12000018",2023-08-01,"75plus","Patient and Family Related Reasons",8,0
"S12000018",2023-08-01,"75plus","Code 9 AWI",59,2
"S12000018",2023-08-01,"75plus","Code 9 Non-AWI",39,1
"S12000019",2023-08-01,"18plus","All Delay Reasons",628,20
"S12000019",2023-08-01,"18plus","Health and Social Care Reasons",518,17
"S12000019",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000019",2023-08-01,"18plus","Code 9 AWI",79,3
"S12000019",2023-08-01,"18plus","Code 9 Non-AWI",31,1
"S12000019",2023-08-01,"18-74","All Delay Reasons",236,8
"S12000019",2023-08-01,"18-74","Health and Social Care Reasons",171,6
"S12000019",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000019",2023-08-01,"18-74","Code 9 AWI",34,1
"S12000019",2023-08-01,"18-74","Code 9 Non-AWI",31,1
"S12000019",2023-08-01,"75plus","All Delay Reasons",392,13
"S12000019",2023-08-01,"75plus","Health and Social Care Reasons",347,11
"S12000019",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000019",2023-08-01,"75plus","Code 9 AWI",45,1
"S12000019",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000020",2023-08-01,"18plus","All Delay Reasons",922,30
"S12000020",2023-08-01,"18plus","Health and Social Care Reasons",891,29
"S12000020",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000020",2023-08-01,"18plus","Code 9 AWI",31,1
"S12000020",2023-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000020",2023-08-01,"18-74","All Delay Reasons",221,7
"S12000020",2023-08-01,"18-74","Health and Social Care Reasons",221,7
"S12000020",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000020",2023-08-01,"18-74","Code 9 AWI",0,0
"S12000020",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000020",2023-08-01,"75plus","All Delay Reasons",701,23
"S12000020",2023-08-01,"75plus","Health and Social Care Reasons",670,22
"S12000020",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000020",2023-08-01,"75plus","Code 9 AWI",31,1
"S12000020",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000021",2023-08-01,"18plus","All Delay Reasons",2481,80
"S12000021",2023-08-01,"18plus","Health and Social Care Reasons",1631,53
"S12000021",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000021",2023-08-01,"18plus","Code 9 AWI",704,23
"S12000021",2023-08-01,"18plus","Code 9 Non-AWI",146,5
"S12000021",2023-08-01,"18-74","All Delay Reasons",968,31
"S12000021",2023-08-01,"18-74","Health and Social Care Reasons",511,16
"S12000021",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000021",2023-08-01,"18-74","Code 9 AWI",342,11
"S12000021",2023-08-01,"18-74","Code 9 Non-AWI",115,4
"S12000021",2023-08-01,"75plus","All Delay Reasons",1513,49
"S12000021",2023-08-01,"75plus","Health and Social Care Reasons",1120,36
"S12000021",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000021",2023-08-01,"75plus","Code 9 AWI",362,12
"S12000021",2023-08-01,"75plus","Code 9 Non-AWI",31,1
"S12000023",2023-08-01,"18plus","All Delay Reasons",255,8
"S12000023",2023-08-01,"18plus","Health and Social Care Reasons",224,7
"S12000023",2023-08-01,"18plus","Patient and Family Related Reasons",31,1
"S12000023",2023-08-01,"18plus","Code 9 AWI",0,0
"S12000023",2023-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000023",2023-08-01,"18-74","All Delay Reasons",32,1
"S12000023",2023-08-01,"18-74","Health and Social Care Reasons",32,1
"S12000023",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000023",2023-08-01,"18-74","Code 9 AWI",0,0
"S12000023",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000023",2023-08-01,"75plus","All Delay Reasons",223,7
"S12000023",2023-08-01,"75plus","Health and Social Care Reasons",192,6
"S12000023",2023-08-01,"75plus","Patient and Family Related Reasons",31,1
"S12000023",2023-08-01,"75plus","Code 9 AWI",0,0
"S12000023",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000026",2023-08-01,"18plus","All Delay Reasons",2568,83
"S12000026",2023-08-01,"18plus","Health and Social Care Reasons",2091,67
"S12000026",2023-08-01,"18plus","Patient and Family Related Reasons",124,4
"S12000026",2023-08-01,"18plus","Code 9 AWI",353,11
"S12000026",2023-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000026",2023-08-01,"18-74","All Delay Reasons",610,20
"S12000026",2023-08-01,"18-74","Health and Social Care Reasons",433,14
"S12000026",2023-08-01,"18-74","Patient and Family Related Reasons",55,2
"S12000026",2023-08-01,"18-74","Code 9 AWI",122,4
"S12000026",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000026",2023-08-01,"75plus","All Delay Reasons",1958,63
"S12000026",2023-08-01,"75plus","Health and Social Care Reasons",1658,53
"S12000026",2023-08-01,"75plus","Patient and Family Related Reasons",69,2
"S12000026",2023-08-01,"75plus","Code 9 AWI",231,7
"S12000026",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000027",2023-08-01,"18plus","All Delay Reasons",64,2
"S12000027",2023-08-01,"18plus","Health and Social Care Reasons",64,2
"S12000027",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000027",2023-08-01,"18plus","Code 9 AWI",0,0
"S12000027",2023-08-01,"18plus","Code 9 Non-AWI",0,0
"S12000027",2023-08-01,"18-74","All Delay Reasons",9,0
"S12000027",2023-08-01,"18-74","Health and Social Care Reasons",9,0
"S12000027",2023-08-01,"18-74","Patient and Family Related Reasons",0,0
"S12000027",2023-08-01,"18-74","Code 9 AWI",0,0
"S12000027",2023-08-01,"18-74","Code 9 Non-AWI",0,0
"S12000027",2023-08-01,"75plus","All Delay Reasons",55,2
"S12000027",2023-08-01,"75plus","Health and Social Care Reasons",55,2
"S12000027",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000027",2023-08-01,"75plus","Code 9 AWI",0,0
"S12000027",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000028",2023-08-01,"18plus","All Delay Reasons",3439,111
"S12000028",2023-08-01,"18plus","Health and Social Care Reasons",2913,94
"S12000028",2023-08-01,"18plus","Patient and Family Related Reasons",62,2
"S12000028",2023-08-01,"18plus","Code 9 AWI",285,9
"S12000028",2023-08-01,"18plus","Code 9 Non-AWI",179,6
"S12000028",2023-08-01,"18-74","All Delay Reasons",1189,38
"S12000028",2023-08-01,"18-74","Health and Social Care Reasons",832,27
"S12000028",2023-08-01,"18-74","Patient and Family Related Reasons",62,2
"S12000028",2023-08-01,"18-74","Code 9 AWI",116,4
"S12000028",2023-08-01,"18-74","Code 9 Non-AWI",179,6
"S12000028",2023-08-01,"75plus","All Delay Reasons",2250,73
"S12000028",2023-08-01,"75plus","Health and Social Care Reasons",2081,67
"S12000028",2023-08-01,"75plus","Patient and Family Related Reasons",0,0
"S12000028",2023-08-01,"75plus","Code 9 AWI",169,5
"S12000028",2023-08-01,"75plus","Code 9 Non-AWI",0,0
"S12000029",2023-08-01,"18plus","All Delay Reasons",3116,101
"S12000029",2023-08-01,"18plus","Health and Social Care Reasons",2316,75
"S12000029",2023-08-01,"18plus","Patient and Family Related Reasons",140,5
"S12000029",2023-08-01,"18plus","Code 9 AWI",627,20
"S12000029",2023-08-01,"18plus","Code 9 Non-AWI",33,1
"S12000029",2023-08-01,"18-74","All Delay Reasons",1132,37
"S12000029",2023-08-01,"18-74","Health and Social Care Reasons",869,28
"S12000029",2023-08-01,"18-74","Patient and Family Related Reasons",22,1
"S12000029",2023-08-01,"18-74","Code 9 AWI",224,7
"S12000029",2023-08-01,"18-74","Code 9 Non-AWI",17,1
"S12000029",2023-08-01,"75plus","All Delay Reasons",1984,64
"S12000029",2023-08-01,"75plus","Health and Social Care Reasons",1447,47
"S12000029",2023-08-01,"75plus","Patient and Family Related Reasons",118,4
"S12000029",2023-08-01,"75plus","Code 9 AWI",403,13
"S12000029",2023-08-01,"75plus","Code 9 Non-AWI",16,1
"S12000030",2023-08-01,"18plus","All Delay Reasons",788,25
"S12000030",2023-08-01,"18plus","Health and Social Care Reasons",408,13
"S12000030",2023-08-01,"18plus","Patient and Family Related Reasons",0,0
"S12000030",2023-08-01,"18plus","Code 9 AWI",291,9
"S12000030",2023-08-01,"18plus","Code 9 Non-AWI",89,3
"S12000030",2023-08-01,"18-74","All Delay Reasons",278,9
