"trust18_code","trust18_name","department","date","total","under_4_hours","between_4_12_hours","over_12_hours"
"BHSCT","Belfast","Belfast City",2009-09-01,3499,2466,1019,14
"NHSCT","Northern","Antrim Area",2009-09-01,5619,4456,1163,0
"NHSCT","Northern","Causeway",2009-09-01,3325,3053,272,0
"NHSCT","Northern","Mid-Ulster",2009-09-01,1515,1457,58,0
"NHSCT","Northern","Whiteabbey",2009-09-01,1644,1624,20,0
"SEHSCT","South Eastern","Ards MIU",2009-09-01,829,829,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-09-01,1103,1103,0,0
"SEHSCT","South Eastern","Downe",2009-09-01,1955,1890,65,0
"SEHSCT","South Eastern","Lagan Valley",2009-09-01,2713,2416,294,3
"SEHSCT","South Eastern","Ulster",2009-09-01,6086,5017,1049,20
"SHSCT","Southern","Armagh Community",2009-09-01,660,660,0,0
"SHSCT","Southern","Craigavon Area",2009-09-01,6008,5568,440,0
"SHSCT","Southern","Daisy Hill",2009-09-01,2828,2752,76,0
"SHSCT","Southern","South Tyrone",2009-09-01,1378,1378,0,0
"WHSCT","Western","Altnagelvin Area",2009-09-01,4423,3359,1056,8
"WHSCT","Western","South West Acute",2009-09-01,2114,1951,163,0
"WHSCT","Western","Tyrone County",2009-09-01,1075,1075,0,0
"BHSCT","Belfast","Mater",2009-08-01,3373,2693,676,4
"BHSCT","Belfast","RVH",2009-08-01,4961,4195,766,0
"BHSCT","Belfast","RVH-RAES",2009-08-01,4961,4195,766,0
"BHSCT","Belfast","RBHSC",2009-08-01,1993,1863,130,0
"BHSCT","Belfast","Belfast City",2009-08-01,3288,2540,748,0
"NHSCT","Northern","Antrim Area",2009-08-01,5183,4073,1110,0
"NHSCT","Northern","Causeway",2009-08-01,3770,3350,420,0
"NHSCT","Northern","Mid-Ulster",2009-08-01,1491,1471,20,0
"NHSCT","Northern","Whiteabbey",2009-08-01,1666,1652,14,0
"SEHSCT","South Eastern","Ards MIU",2009-08-01,821,821,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-08-01,958,958,0,0
"SEHSCT","South Eastern","Downe",2009-08-01,2107,1969,138,0
"SEHSCT","South Eastern","Lagan Valley",2009-08-01,2591,2397,194,0
"SEHSCT","South Eastern","Ulster",2009-08-01,5981,4938,1029,14
"SHSCT","Southern","Armagh Community",2009-08-01,620,620,0,0
"SHSCT","Southern","Craigavon Area",2009-08-01,5898,5535,363,0
"SHSCT","Southern","Daisy Hill",2009-08-01,2776,2703,73,0
"SHSCT","Southern","South Tyrone",2009-08-01,1325,1325,0,0
"WHSCT","Western","Altnagelvin Area",2009-08-01,4568,3553,1013,2
"WHSCT","Western","South West Acute",2009-08-01,2347,2204,143,0
"WHSCT","Western","Tyrone County",2009-08-01,987,986,1,0
"BHSCT","Belfast","Mater",2009-07-01,3297,2757,540,0
"BHSCT","Belfast","RVH",2009-07-01,5333,4136,1196,1
"BHSCT","Belfast","RVH-RAES",2009-07-01,5333,4136,1196,1
"BHSCT","Belfast","RBHSC",2009-07-01,2295,2119,176,0
"BHSCT","Belfast","Belfast City",2009-07-01,3540,3049,491,0
"NHSCT","Northern","Antrim Area",2009-07-01,5498,4440,1058,0
"NHSCT","Northern","Causeway",2009-07-01,3911,3449,462,0
"NHSCT","Northern","Mid-Ulster",2009-07-01,1597,1575,22,0
"NHSCT","Northern","Whiteabbey",2009-07-01,1652,1641,11,0
"SEHSCT","South Eastern","Ards MIU",2009-07-01,841,841,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-07-01,970,970,0,0
"SEHSCT","South Eastern","Downe",2009-07-01,2091,1957,134,0
"SEHSCT","South Eastern","Lagan Valley",2009-07-01,2761,2622,138,1
"SEHSCT","South Eastern","Ulster",2009-07-01,5987,4986,981,20
"SHSCT","Southern","Armagh Community",2009-07-01,665,664,1,0
"SHSCT","Southern","Craigavon Area",2009-07-01,5846,5584,262,0
"SHSCT","Southern","Daisy Hill",2009-07-01,2901,2705,196,0
"SHSCT","Southern","South Tyrone",2009-07-01,1346,1346,0,0
"WHSCT","Western","Altnagelvin Area",2009-07-01,4564,3839,724,1
"WHSCT","Western","South West Acute",2009-07-01,2313,2203,110,0
"WHSCT","Western","Tyrone County",2009-07-01,1097,1095,2,0
"BHSCT","Belfast","Mater",2009-06-01,3520,2964,553,3
"BHSCT","Belfast","RVH",2009-06-01,5204,4013,1185,6
"BHSCT","Belfast","RVH-RAES",2009-06-01,5204,4013,1185,6
"BHSCT","Belfast","RBHSC",2009-06-01,2411,2161,250,0
"BHSCT","Belfast","Belfast City",2009-06-01,3746,3031,710,5
"NHSCT","Northern","Antrim Area",2009-06-01,5623,4640,982,1
"NHSCT","Northern","Causeway",2009-06-01,3585,3256,329,0
"NHSCT","Northern","Mid-Ulster",2009-06-01,1724,1686,38,0
"NHSCT","Northern","Whiteabbey",2009-06-01,1781,1767,14,0
"SEHSCT","South Eastern","Ards MIU",2009-06-01,969,969,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-06-01,1080,1080,0,0
"SEHSCT","South Eastern","Downe",2009-06-01,2179,2083,96,0
"SEHSCT","South Eastern","Lagan Valley",2009-06-01,2946,2775,170,1
"SEHSCT","South Eastern","Ulster",2009-06-01,6287,5290,988,9
"SHSCT","Southern","Armagh Community",2009-06-01,766,766,0,0
"SHSCT","Southern","Craigavon Area",2009-06-01,6235,5969,266,0
"SHSCT","Southern","Daisy Hill",2009-06-01,3110,2924,186,0
"SHSCT","Southern","South Tyrone",2009-06-01,1575,1575,0,0
"WHSCT","Western","Altnagelvin Area",2009-06-01,4859,3865,988,6
"WHSCT","Western","South West Acute",2009-06-01,2496,2310,186,0
"WHSCT","Western","Tyrone County",2009-06-01,1254,1254,0,0
"BHSCT","Belfast","Mater",2009-05-01,3497,2900,582,15
"BHSCT","Belfast","RVH",2009-05-01,5648,4050,1585,13
"BHSCT","Belfast","RVH-RAES",2009-05-01,5648,4050,1585,13
"BHSCT","Belfast","RBHSC",2009-05-01,2823,2357,466,0
"BHSCT","Belfast","Belfast City",2009-05-01,3894,2826,1068,0
"NHSCT","Northern","Antrim Area",2009-05-01,5763,4627,1136,0
"NHSCT","Northern","Causeway",2009-05-01,3602,3172,429,1
"NHSCT","Northern","Mid-Ulster",2009-05-01,1646,1607,39,0
"NHSCT","Northern","Whiteabbey",2009-05-01,1813,1784,29,0
"SEHSCT","South Eastern","Ards MIU",2009-05-01,847,847,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-05-01,944,944,0,0
"SEHSCT","South Eastern","Downe",2009-05-01,2111,2026,85,0
"SEHSCT","South Eastern","Lagan Valley",2009-05-01,2787,2550,232,5
"SEHSCT","South Eastern","Ulster",2009-05-01,6244,4963,1154,127
"SHSCT","Southern","Armagh Community",2009-05-01,740,740,0,0
"SHSCT","Southern","Craigavon Area",2009-05-01,6279,5671,606,2
"SHSCT","Southern","Daisy Hill",2009-05-01,2910,2748,162,0
"SHSCT","Southern","South Tyrone",2009-05-01,1419,1419,0,0
"WHSCT","Western","Altnagelvin Area",2009-05-01,4628,3615,1009,4
"WHSCT","Western","South West Acute",2009-05-01,2332,2105,225,2
"WHSCT","Western","Tyrone County",2009-05-01,1145,1137,8,0
"BHSCT","Belfast","Mater",2009-04-01,3365,2502,828,35
"BHSCT","Belfast","RVH",2009-04-01,6211,4542,1622,47
"BHSCT","Belfast","RVH-RAES",2009-04-01,6211,4542,1622,47
"BHSCT","Belfast","RBHSC",2009-04-01,2883,2178,704,1
"BHSCT","Belfast","Belfast City",2009-04-01,3824,2660,1159,5
"NHSCT","Northern","Antrim Area",2009-04-01,5351,4223,1111,17
"NHSCT","Northern","Causeway",2009-04-01,3536,3041,494,1
"NHSCT","Northern","Mid-Ulster",2009-04-01,1551,1521,30,0
"NHSCT","Northern","Whiteabbey",2009-04-01,1639,1619,20,0
"SEHSCT","South Eastern","Ards MIU",2009-04-01,832,832,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-04-01,877,877,0,0
"SEHSCT","South Eastern","Downe",2009-04-01,2106,1967,137,2
"SEHSCT","South Eastern","Lagan Valley",2009-04-01,2789,2458,301,30
"SEHSCT","South Eastern","Ulster",2009-04-01,6175,4809,1203,163
"SHSCT","Southern","Armagh Community",2009-04-01,652,652,0,0
"SHSCT","Southern","Craigavon Area",2009-04-01,6150,5582,567,1
"SHSCT","Southern","Daisy Hill",2009-04-01,3015,2740,275,0
"SHSCT","Southern","South Tyrone",2009-04-01,1393,1393,0,0
"WHSCT","Western","Altnagelvin Area",2009-04-01,4578,3608,963,7
"WHSCT","Western","South West Acute",2009-04-01,2316,2173,143,0
"WHSCT","Western","Tyrone County",2009-04-01,1116,1115,1,0
"BHSCT","Belfast","Mater",2009-03-01,3598,2646,898,54
"BHSCT","Belfast","RVH",2009-03-01,6082,4425,1580,77
"BHSCT","Belfast","RVH-RAES",2009-03-01,6082,4425,1580,77
"BHSCT","Belfast","RBHSC",2009-03-01,3069,2328,739,2
"BHSCT","Belfast","Belfast City",2009-03-01,4050,2776,1114,160
"NHSCT","Northern","Antrim Area",2009-03-01,5758,4131,1548,79
"NHSCT","Northern","Causeway",2009-03-01,3520,2889,616,15
"NHSCT","Northern","Mid-Ulster",2009-03-01,1542,1502,40,0
"NHSCT","Northern","Whiteabbey",2009-03-01,1852,1835,17,0
"SEHSCT","South Eastern","Ards MIU",2009-03-01,873,873,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-03-01,965,965,0,0
"SEHSCT","South Eastern","Downe",2009-03-01,2050,1943,107,0
"SEHSCT","South Eastern","Lagan Valley",2009-03-01,2876,2597,229,50
"SEHSCT","South Eastern","Ulster",2009-03-01,6502,5300,1026,176
"SHSCT","Southern","Armagh Community",2009-03-01,745,745,0,0
"SHSCT","Southern","Craigavon Area",2009-03-01,6401,5892,509,0
"SHSCT","Southern","Daisy Hill",2009-03-01,3000,2948,52,0
"SHSCT","Southern","South Tyrone",2009-03-01,1347,1347,0,0
"WHSCT","Western","Altnagelvin Area",2009-03-01,4792,3775,1010,7
"WHSCT","Western","South West Acute",2009-03-01,2275,2001,271,3
"WHSCT","Western","Tyrone County",2009-03-01,1045,1042,3,0
"BHSCT","Belfast","Mater",2009-02-01,3067,2272,719,76
"BHSCT","Belfast","RVH",2009-02-01,5431,3970,1387,74
"BHSCT","Belfast","RVH-RAES",2009-02-01,5431,3970,1387,74
"BHSCT","Belfast","RBHSC",2009-02-01,2467,2007,460,0
"BHSCT","Belfast","Belfast City",2009-02-01,3453,2393,994,66
"NHSCT","Northern","Antrim Area",2009-02-01,4875,3561,1214,100
"NHSCT","Northern","Causeway",2009-02-01,2985,2561,399,25
"NHSCT","Northern","Mid-Ulster",2009-02-01,1392,1331,61,0
"NHSCT","Northern","Whiteabbey",2009-02-01,1580,1556,24,0
"SEHSCT","South Eastern","Ards MIU",2009-02-01,686,686,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-02-01,772,772,0,0
"SEHSCT","South Eastern","Downe",2009-02-01,1669,1495,172,2
"SEHSCT","South Eastern","Lagan Valley",2009-02-01,2505,2352,150,3
"SEHSCT","South Eastern","Ulster",2009-02-01,5451,4404,935,112
"SHSCT","Southern","Armagh Community",2009-02-01,582,582,0,0
"SHSCT","Southern","Craigavon Area",2009-02-01,5377,4854,523,0
"SHSCT","Southern","Daisy Hill",2009-02-01,2443,2370,73,0
"SHSCT","Southern","South Tyrone",2009-02-01,1086,1086,0,0
"WHSCT","Western","Altnagelvin Area",2009-02-01,3990,3290,697,3
"WHSCT","Western","South West Acute",2009-02-01,1715,1563,152,0
"WHSCT","Western","Tyrone County",2009-02-01,1363,1350,13,0
"BHSCT","Belfast","Mater",2009-01-01,3098,2372,619,107
"BHSCT","Belfast","RVH",2009-01-01,5493,4067,1252,174
"BHSCT","Belfast","RVH-RAES",2009-01-01,5493,4067,1252,174
"BHSCT","Belfast","RBHSC",2009-01-01,2294,1906,386,2
"BHSCT","Belfast","Belfast City",2009-01-01,3375,2443,882,50
"NHSCT","Northern","Antrim Area",2009-01-01,5034,3718,1191,125
"NHSCT","Northern","Causeway",2009-01-01,2946,2491,403,52
"NHSCT","Northern","Mid-Ulster",2009-01-01,1351,1274,77,0
"NHSCT","Northern","Whiteabbey",2009-01-01,1592,1570,22,0
"SEHSCT","South Eastern","Ards MIU",2009-01-01,625,625,0,0
"SEHSCT","South Eastern","Bangor MIU",2009-01-01,792,792,0,0
"SEHSCT","South Eastern","Downe",2009-01-01,1888,1685,198,5
"SEHSCT","South Eastern","Lagan Valley",2009-01-01,2395,2270,124,1
"SEHSCT","South Eastern","Ulster",2009-01-01,5484,4151,1116,217
"SHSCT","Southern","Armagh Community",2009-01-01,584,584,0,0
"SHSCT","Southern","Craigavon Area",2009-01-01,5527,4848,678,1
"SHSCT","Southern","Daisy Hill",2009-01-01,2459,2392,67,0
"SHSCT","Southern","South Tyrone",2009-01-01,1014,1014,0,0
"WHSCT","Western","Altnagelvin Area",2009-01-01,4016,3359,657,0
"WHSCT","Western","South West Acute",2009-01-01,1762,1622,140,0
"WHSCT","Western","Tyrone County",2009-01-01,1584,1562,22,0
"BHSCT","Belfast","Mater",2008-12-01,3405,2568,835,2
"BHSCT","Belfast","RVH",2008-12-01,5487,4020,1459,8
"BHSCT","Belfast","RVH-RAES",2008-12-01,5487,4020,1459,8
"BHSCT","Belfast","RBHSC",2008-12-01,3107,2364,743,0
"BHSCT","Belfast","Belfast City",2008-12-01,3783,2808,942,33
"NHSCT","Northern","Antrim Area",2008-12-01,5514,3976,1460,78
"NHSCT","Northern","Causeway",2008-12-01,3210,2834,375,1
"NHSCT","Northern","Mid-Ulster",2008-12-01,1377,1325,52,0
"NHSCT","Northern","Whiteabbey",2008-12-01,1821,1773,48,0
"SEHSCT","South Eastern","Ards MIU",2008-12-01,680,680,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-12-01,715,715,0,0
"SEHSCT","South Eastern","Downe",2008-12-01,1826,1706,120,0
"SEHSCT","South Eastern","Lagan Valley",2008-12-01,2695,2500,193,2
"SEHSCT","South Eastern","Ulster",2008-12-01,6088,4528,1434,126
"SHSCT","Southern","Armagh Community",2008-12-01,564,564,0,0
"SHSCT","Southern","Craigavon Area",2008-12-01,5925,5061,864,0
"SHSCT","Southern","Daisy Hill",2008-12-01,2648,2541,107,0
"SHSCT","Southern","South Tyrone",2008-12-01,903,903,0,0
"WHSCT","Western","Altnagelvin Area",2008-12-01,4142,3374,766,2
"WHSCT","Western","South West Acute",2008-12-01,1897,1795,102,0
"WHSCT","Western","Tyrone County",2008-12-01,1625,1610,14,1
"BHSCT","Belfast","Mater",2008-11-01,3278,2563,715,0
"BHSCT","Belfast","RVH",2008-11-01,5549,4527,1021,1
"BHSCT","Belfast","RVH-RAES",2008-11-01,5549,4527,1021,1
"BHSCT","Belfast","RBHSC",2008-11-01,2357,2342,15,0
"BHSCT","Belfast","Belfast City",2008-11-01,3731,2888,838,5
"NHSCT","Northern","Antrim Area",2008-11-01,5170,4095,1056,19
"NHSCT","Northern","Causeway",2008-11-01,3129,2841,287,1
"NHSCT","Northern","Mid-Ulster",2008-11-01,1444,1391,53,0
"NHSCT","Northern","Whiteabbey",2008-11-01,1690,1647,43,0
"SEHSCT","South Eastern","Ards MIU",2008-11-01,758,758,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-11-01,863,863,0,0
"SEHSCT","South Eastern","Downe",2008-11-01,1810,1736,74,0
"SEHSCT","South Eastern","Lagan Valley",2008-11-01,2601,2524,77,0
"SEHSCT","South Eastern","Ulster",2008-11-01,5937,4703,1139,95
"SHSCT","Southern","Armagh Community",2008-11-01,613,613,0,0
"SHSCT","Southern","Craigavon Area",2008-11-01,5681,5254,427,0
"SHSCT","Southern","Daisy Hill",2008-11-01,2495,2420,75,0
"SHSCT","Southern","South Tyrone",2008-11-01,1109,1109,0,0
"WHSCT","Western","Altnagelvin Area",2008-11-01,4222,3564,657,1
"WHSCT","Western","South West Acute",2008-11-01,1905,1826,79,0
"WHSCT","Western","Tyrone County",2008-11-01,1636,1628,8,0
"BHSCT","Belfast","Mater",2008-10-01,3496,2894,602,0
"BHSCT","Belfast","RVH",2008-10-01,5775,4975,800,0
"BHSCT","Belfast","RVH-RAES",2008-10-01,5775,4975,800,0
"BHSCT","Belfast","RBHSC",2008-10-01,2517,2172,345,0
"BHSCT","Belfast","Belfast City",2008-10-01,3987,3325,662,0
"NHSCT","Northern","Antrim Area",2008-10-01,5380,4472,908,0
"NHSCT","Northern","Causeway",2008-10-01,3130,2858,272,0
"NHSCT","Northern","Mid-Ulster",2008-10-01,1509,1484,25,0
"NHSCT","Northern","Whiteabbey",2008-10-01,1738,1718,20,0
"SEHSCT","South Eastern","Ards MIU",2008-10-01,785,785,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-10-01,986,986,0,0
"SEHSCT","South Eastern","Downe",2008-10-01,1924,1827,97,0
"SEHSCT","South Eastern","Lagan Valley",2008-10-01,2718,2624,94,0
"SEHSCT","South Eastern","Ulster",2008-10-01,6023,5089,896,38
"SHSCT","Southern","Armagh Community",2008-10-01,696,696,0,0
"SHSCT","Southern","Craigavon Area",2008-10-01,5696,5335,361,0
"SHSCT","Southern","Daisy Hill",2008-10-01,2706,2605,101,0
"SHSCT","Southern","South Tyrone",2008-10-01,1152,1152,0,0
"WHSCT","Western","Altnagelvin Area",2008-10-01,4088,3653,435,0
"WHSCT","Western","South West Acute",2008-10-01,1930,1871,59,0
"WHSCT","Western","Tyrone County",2008-10-01,1670,1668,2,0
"BHSCT","Belfast","Mater",2008-09-01,3532,2996,536,0
"BHSCT","Belfast","RVH",2008-09-01,5943,5112,830,1
"BHSCT","Belfast","RVH-RAES",2008-09-01,5943,5112,830,1
"BHSCT","Belfast","RBHSC",2008-09-01,2646,2436,210,0
"BHSCT","Belfast","Belfast City",2008-09-01,3711,3376,335,0
"NHSCT","Northern","Antrim Area",2008-09-01,5336,4514,822,0
"NHSCT","Northern","Causeway",2008-09-01,3264,3029,235,0
"NHSCT","Northern","Mid-Ulster",2008-09-01,1457,1447,10,0
"NHSCT","Northern","Whiteabbey",2008-09-01,1850,1840,10,0
"SEHSCT","South Eastern","Ards MIU",2008-09-01,830,830,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-09-01,973,973,0,0
"SEHSCT","South Eastern","Downe",2008-09-01,1837,1755,82,0
"SEHSCT","South Eastern","Lagan Valley",2008-09-01,2606,2532,74,0
"SEHSCT","South Eastern","Ulster",2008-09-01,5906,5290,616,0
"SHSCT","Southern","Armagh Community",2008-09-01,686,686,0,0
"SHSCT","Southern","Craigavon Area",2008-09-01,5827,5373,454,0
"SHSCT","Southern","Daisy Hill",2008-09-01,2805,2705,100,0
"SHSCT","Southern","South Tyrone",2008-09-01,1308,1308,0,0
"WHSCT","Western","Altnagelvin Area",2008-09-01,4390,3819,571,0
"WHSCT","Western","South West Acute",2008-09-01,1879,1849,30,0
"WHSCT","Western","Tyrone County",2008-09-01,1750,1742,8,0
"BHSCT","Belfast","Mater",2008-08-01,3437,3155,282,0
"BHSCT","Belfast","RVH",2008-08-01,5122,4707,415,0
"BHSCT","Belfast","RVH-RAES",2008-08-01,5122,4707,415,0
"BHSCT","Belfast","RBHSC",2008-08-01,2099,1959,140,0
"BHSCT","Belfast","Belfast City",2008-08-01,3442,3087,355,0
"NHSCT","Northern","Antrim Area",2008-08-01,5318,4286,1032,0
"NHSCT","Northern","Causeway",2008-08-01,3712,3388,324,0
"NHSCT","Northern","Mid-Ulster",2008-08-01,1496,1485,11,0
"NHSCT","Northern","Whiteabbey",2008-08-01,1733,1715,18,0
"SEHSCT","South Eastern","Ards MIU",2008-08-01,756,756,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-08-01,890,890,0,0
"SEHSCT","South Eastern","Downe",2008-08-01,1971,1879,92,0
"SEHSCT","South Eastern","Lagan Valley",2008-08-01,2604,2494,110,0
"SEHSCT","South Eastern","Ulster",2008-08-01,5832,5317,512,3
"SHSCT","Southern","Armagh Community",2008-08-01,632,632,0,0
"SHSCT","Southern","Craigavon Area",2008-08-01,5580,5254,326,0
"SHSCT","Southern","Daisy Hill",2008-08-01,2837,2785,52,0
"SHSCT","Southern","South Tyrone",2008-08-01,1288,1288,0,0
"WHSCT","Western","Altnagelvin Area",2008-08-01,4173,3765,408,0
"WHSCT","Western","South West Acute",2008-08-01,2014,1979,35,0
"WHSCT","Western","Tyrone County",2008-08-01,1797,1794,3,0
"BHSCT","Belfast","Mater",2008-07-01,3356,2966,390,0
"BHSCT","Belfast","RVH",2008-07-01,5879,5305,574,0
"BHSCT","Belfast","RVH-RAES",2008-07-01,5879,5305,574,0
"BHSCT","Belfast","RBHSC",2008-07-01,2300,2199,101,0
"BHSCT","Belfast","Belfast City",2008-07-01,3732,3403,328,1
"NHSCT","Northern","Antrim Area",2008-07-01,5360,4553,802,5
"NHSCT","Northern","Causeway",2008-07-01,3609,3279,330,0
"NHSCT","Northern","Mid-Ulster",2008-07-01,1458,1440,18,0
"NHSCT","Northern","Whiteabbey",2008-07-01,1587,1581,6,0
"SEHSCT","South Eastern","Ards MIU",2008-07-01,835,835,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-07-01,862,862,0,0
"SEHSCT","South Eastern","Downe",2008-07-01,1968,1885,83,0
"SEHSCT","South Eastern","Lagan Valley",2008-07-01,2535,2408,127,0
"SEHSCT","South Eastern","Ulster",2008-07-01,5754,5163,589,2
"SHSCT","Southern","Armagh Community",2008-07-01,664,664,0,0
"SHSCT","Southern","Craigavon Area",2008-07-01,5740,5351,389,0
"SHSCT","Southern","Daisy Hill",2008-07-01,2942,2804,138,0
"SHSCT","Southern","South Tyrone",2008-07-01,1314,1314,0,0
"WHSCT","Western","Altnagelvin Area",2008-07-01,4145,3619,526,0
"WHSCT","Western","South West Acute",2008-07-01,2083,2048,35,0
"WHSCT","Western","Tyrone County",2008-07-01,1675,1668,7,0
"BHSCT","Belfast","Mater",2008-06-01,3550,3065,485,0
"BHSCT","Belfast","RVH",2008-06-01,5618,4662,955,1
"BHSCT","Belfast","RVH-RAES",2008-06-01,5618,4662,955,1
"BHSCT","Belfast","RBHSC",2008-06-01,2704,2465,239,0
"BHSCT","Belfast","Belfast City",2008-06-01,3763,3436,327,0
"NHSCT","Northern","Antrim Area",2008-06-01,5593,4785,807,1
"NHSCT","Northern","Causeway",2008-06-01,3526,3249,276,1
"NHSCT","Northern","Mid-Ulster",2008-06-01,1539,1508,31,0
"NHSCT","Northern","Whiteabbey",2008-06-01,1794,1786,8,0
"SEHSCT","South Eastern","Ards MIU",2008-06-01,850,850,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-06-01,881,881,0,0
"SEHSCT","South Eastern","Downe",2008-06-01,2036,1940,96,0
"SEHSCT","South Eastern","Lagan Valley",2008-06-01,2686,2591,95,0
"SEHSCT","South Eastern","Ulster",2008-06-01,6087,5656,430,1
"SHSCT","Southern","Armagh Community",2008-06-01,759,759,0,0
"SHSCT","Southern","Craigavon Area",2008-06-01,6036,5604,432,0
"SHSCT","Southern","Daisy Hill",2008-06-01,3001,2899,102,0
"SHSCT","Southern","South Tyrone",2008-06-01,1521,1521,0,0
"WHSCT","Western","Altnagelvin Area",2008-06-01,4222,3489,733,0
"WHSCT","Western","South West Acute",2008-06-01,2018,2000,18,0
"WHSCT","Western","Tyrone County",2008-06-01,1955,1953,2,0
"BHSCT","Belfast","Mater",2008-05-01,3775,3363,412,0
"BHSCT","Belfast","RVH",2008-05-01,5963,5067,896,0
"BHSCT","Belfast","RVH-RAES",2008-05-01,5963,5067,896,0
"BHSCT","Belfast","RBHSC",2008-05-01,2934,2674,260,0
"BHSCT","Belfast","Belfast City",2008-05-01,3877,3554,323,0
"NHSCT","Northern","Antrim Area",2008-05-01,5869,5239,630,0
"NHSCT","Northern","Causeway",2008-05-01,3843,3688,155,0
"NHSCT","Northern","Mid-Ulster",2008-05-01,1648,1563,85,0
"NHSCT","Northern","Whiteabbey",2008-05-01,1901,1895,6,0
"SEHSCT","South Eastern","Ards MIU",2008-05-01,924,924,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-05-01,1019,1019,0,0
"SEHSCT","South Eastern","Downe",2008-05-01,2168,2010,158,0
"SEHSCT","South Eastern","Lagan Valley",2008-05-01,2893,2725,164,4
"SEHSCT","South Eastern","Ulster",2008-05-01,6259,5808,446,5
"SHSCT","Southern","Armagh Community",2008-05-01,771,771,0,0
"SHSCT","Southern","Craigavon Area",2008-05-01,6348,5713,635,0
"SHSCT","Southern","Daisy Hill",2008-05-01,3189,3085,104,0
"SHSCT","Southern","South Tyrone",2008-05-01,1572,1572,0,0
"WHSCT","Western","Altnagelvin Area",2008-05-01,4538,3927,609,2
"WHSCT","Western","South West Acute",2008-05-01,2121,2078,42,1
"WHSCT","Western","Tyrone County",2008-05-01,2108,2105,3,0
"BHSCT","Belfast","Mater",2008-04-01,3628,3142,486,0
"BHSCT","Belfast","RVH",2008-04-01,6086,5224,862,0
"BHSCT","Belfast","RBHSC",2008-04-01,2878,2480,398,0
"BHSCT","Belfast","Belfast City",2008-04-01,3865,3391,473,1
"NHSCT","Northern","Antrim Area",2008-04-01,5405,4728,667,10
"NHSCT","Northern","Causeway",2008-04-01,3358,3186,172,0
"NHSCT","Northern","Mid-Ulster",2008-04-01,1487,1346,141,0
"NHSCT","Northern","Whiteabbey",2008-04-01,1817,1813,4,0
"SEHSCT","South Eastern","Ards MIU",2008-04-01,943,943,0,0
"SEHSCT","South Eastern","Bangor MIU",2008-04-01,832,832,0,0
