"Time Period","Financial Quarter","Location","Age Group","Measure","Value"
"Census Week","2020/21","Moray","0-17 years","Number of People",0
"Census Week","2020/21","Moray","0-17 years","Number of Hours",0
"Census Week","2020/21","Moray","18-64 years","Rate per 1,000 People",4.5
"Census Week","2020/21","Moray","18-64 years","Number of People",250
"Census Week","2020/21","Moray","18-64 years","Number of Hours",7570
"Census Week","2020/21","Moray","65-74 years","Rate per 1,000 People",12.3
"Census Week","2020/21","Moray","65-74 years","Number of People",140
"Census Week","2020/21","Moray","65-74 years","Number of Hours",2125
"Census Week","2020/21","Moray","75-84 years","Rate per 1,000 People",38.2
"Census Week","2020/21","Moray","75-84 years","Number of People",260
"Census Week","2020/21","Moray","75-84 years","Number of Hours",2545
"Census Week","2020/21","Moray","85+ years","Rate per 1,000 People",137.4
"Census Week","2020/21","Moray","85+ years","Number of People",355
"Census Week","2020/21","Moray","85+ years","Number of Hours",3465
"Census Week","2020/21","Moray","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","Moray","Unknown","Number of People",0
"Census Week","2020/21","Moray","Unknown","Number of Hours",0
"Census Week","2020/21","North Ayrshire","All Ages","Rate per 1,000 People",20.4
"Census Week","2020/21","North Ayrshire","All Ages","Number of People",2735
"Census Week","2020/21","North Ayrshire","All Ages","Number of Hours",28310
"Census Week","2020/21","North Ayrshire","0-17 years","Rate per 1,000 People",0.6
"Census Week","2020/21","North Ayrshire","0-17 years","Number of People",15
"Census Week","2020/21","North Ayrshire","0-17 years","Number of Hours",115
"Census Week","2020/21","North Ayrshire","18-64 years","Rate per 1,000 People",7.5
"Census Week","2020/21","North Ayrshire","18-64 years","Number of People",590
"Census Week","2020/21","North Ayrshire","18-64 years","Number of Hours",14445
"Census Week","2020/21","North Ayrshire","65-74 years","Rate per 1,000 People",26.2
"Census Week","2020/21","North Ayrshire","65-74 years","Number of People",460
"Census Week","2020/21","North Ayrshire","65-74 years","Number of Hours",3960
"Census Week","2020/21","North Ayrshire","75-84 years","Rate per 1,000 People",87.8
"Census Week","2020/21","North Ayrshire","75-84 years","Number of People",890
"Census Week","2020/21","North Ayrshire","75-84 years","Number of Hours",5185
"Census Week","2020/21","North Ayrshire","85+ years","Rate per 1,000 People",234.1
"Census Week","2020/21","North Ayrshire","85+ years","Number of People",780
"Census Week","2020/21","North Ayrshire","85+ years","Number of Hours",4605
"Census Week","2020/21","North Ayrshire","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","North Ayrshire","Unknown","Number of People",0
"Census Week","2020/21","North Ayrshire","Unknown","Number of Hours",0
"Census Week","2020/21","North Lanarkshire","All Ages","Rate per 1,000 People",11.2
"Census Week","2020/21","North Lanarkshire","All Ages","Number of People",3820
"Census Week","2020/21","North Lanarkshire","All Ages","Number of Hours",34015
"Census Week","2020/21","North Lanarkshire","0-17 years","Rate per 1,000 People",0
"Census Week","2020/21","North Lanarkshire","0-17 years","Number of People",0
"Census Week","2020/21","North Lanarkshire","0-17 years","Number of Hours",20
"Census Week","2020/21","North Lanarkshire","18-64 years","Rate per 1,000 People",2.1
"Census Week","2020/21","North Lanarkshire","18-64 years","Number of People",440
"Census Week","2020/21","North Lanarkshire","18-64 years","Number of Hours",3675
"Census Week","2020/21","North Lanarkshire","65-74 years","Rate per 1,000 People",20.5
"Census Week","2020/21","North Lanarkshire","65-74 years","Number of People",705
"Census Week","2020/21","North Lanarkshire","65-74 years","Number of Hours",6355
"Census Week","2020/21","North Lanarkshire","75-84 years","Rate per 1,000 People",76.2
"Census Week","2020/21","North Lanarkshire","75-84 years","Number of People",1470
"Census Week","2020/21","North Lanarkshire","75-84 years","Number of Hours",12760
"Census Week","2020/21","North Lanarkshire","85+ years","Rate per 1,000 People",204.1
"Census Week","2020/21","North Lanarkshire","85+ years","Number of People",1205
"Census Week","2020/21","North Lanarkshire","85+ years","Number of Hours",11205
"Census Week","2020/21","North Lanarkshire","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","North Lanarkshire","Unknown","Number of People",0
"Census Week","2020/21","North Lanarkshire","Unknown","Number of Hours",0
"Census Week","2020/21","Orkney Islands","All Ages","Rate per 1,000 People",8.4
"Census Week","2020/21","Orkney Islands","All Ages","Number of People",185
"Census Week","2020/21","Orkney Islands","All Ages","Number of Hours",1435
"Census Week","2020/21","Orkney Islands","0-17 years","Rate per 1,000 People",0
"Census Week","2020/21","Orkney Islands","0-17 years","Number of People",0
"Census Week","2020/21","Orkney Islands","0-17 years","Number of Hours",0
"Census Week","2020/21","Orkney Islands","18-64 years","Rate per 1,000 People",1.2
"Census Week","2020/21","Orkney Islands","18-64 years","Number of People",15
"Census Week","2020/21","Orkney Islands","18-64 years","Number of Hours",165
"Census Week","2020/21","Orkney Islands","65-74 years","Rate per 1,000 People",8.7
"Census Week","2020/21","Orkney Islands","65-74 years","Number of People",25
"Census Week","2020/21","Orkney Islands","65-74 years","Number of Hours",235
"Census Week","2020/21","Orkney Islands","75-84 years","Rate per 1,000 People",36
"Census Week","2020/21","Orkney Islands","75-84 years","Number of People",65
"Census Week","2020/21","Orkney Islands","75-84 years","Number of Hours",435
"Census Week","2020/21","Orkney Islands","85+ years","Rate per 1,000 People",125.6
"Census Week","2020/21","Orkney Islands","85+ years","Number of People",80
"Census Week","2020/21","Orkney Islands","85+ years","Number of Hours",600
"Census Week","2020/21","Orkney Islands","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","Orkney Islands","Unknown","Number of People",0
"Census Week","2020/21","Orkney Islands","Unknown","Number of Hours",0
"Census Week","2020/21","Perth and Kinross","All Ages","Rate per 1,000 People",11.4
"Census Week","2020/21","Perth and Kinross","All Ages","Number of People",1700
"Census Week","2020/21","Perth and Kinross","All Ages","Number of Hours",21685
"Census Week","2020/21","Perth and Kinross","0-17 years","Rate per 1,000 People",0
"Census Week","2020/21","Perth and Kinross","0-17 years","Number of People",0
"Census Week","2020/21","Perth and Kinross","0-17 years","Number of Hours",0
"Census Week","2020/21","Perth and Kinross","18-64 years","Rate per 1,000 People",3.7
"Census Week","2020/21","Perth and Kinross","18-64 years","Number of People",315
"Census Week","2020/21","Perth and Kinross","18-64 years","Number of Hours",8595
"Census Week","2020/21","Perth and Kinross","65-74 years","Rate per 1,000 People",11.8
"Census Week","2020/21","Perth and Kinross","65-74 years","Number of People",230
"Census Week","2020/21","Perth and Kinross","65-74 years","Number of Hours",2605
"Census Week","2020/21","Perth and Kinross","75-84 years","Rate per 1,000 People",41.7
"Census Week","2020/21","Perth and Kinross","75-84 years","Number of People",490
"Census Week","2020/21","Perth and Kinross","75-84 years","Number of Hours",4310
"Census Week","2020/21","Perth and Kinross","85+ years","Rate per 1,000 People",136.2
"Census Week","2020/21","Perth and Kinross","85+ years","Number of People",665
"Census Week","2020/21","Perth and Kinross","85+ years","Number of Hours",6175
"Census Week","2020/21","Perth and Kinross","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","Perth and Kinross","Unknown","Number of People",0
"Census Week","2020/21","Perth and Kinross","Unknown","Number of Hours",0
"Census Week","2020/21","Renfrewshire","All Ages","Rate per 1,000 People",9.5
"Census Week","2020/21","Renfrewshire","All Ages","Number of People",1730
"Census Week","2020/21","Renfrewshire","All Ages","Number of Hours",17630
"Census Week","2020/21","Renfrewshire","0-17 years","Rate per 1,000 People",0.1
"Census Week","2020/21","Renfrewshire","0-17 years","Number of People",5
"Census Week","2020/21","Renfrewshire","0-17 years","Number of Hours",170
"Census Week","2020/21","Renfrewshire","18-64 years","Rate per 1,000 People",2
"Census Week","2020/21","Renfrewshire","18-64 years","Number of People",230
"Census Week","2020/21","Renfrewshire","18-64 years","Number of Hours",3375
"Census Week","2020/21","Renfrewshire","65-74 years","Rate per 1,000 People",15.2
"Census Week","2020/21","Renfrewshire","65-74 years","Number of People",295
"Census Week","2020/21","Renfrewshire","65-74 years","Number of Hours",3145
"Census Week","2020/21","Renfrewshire","75-84 years","Rate per 1,000 People",55
"Census Week","2020/21","Renfrewshire","75-84 years","Number of People",625
"Census Week","2020/21","Renfrewshire","75-84 years","Number of Hours",6375
"Census Week","2020/21","Renfrewshire","85+ years","Rate per 1,000 People",137.5
"Census Week","2020/21","Renfrewshire","85+ years","Number of People",575
"Census Week","2020/21","Renfrewshire","85+ years","Number of Hours",4565
"Census Week","2020/21","Renfrewshire","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","Renfrewshire","Unknown","Number of People",0
"Census Week","2020/21","Renfrewshire","Unknown","Number of Hours",0
"Census Week","2020/21","Scottish Borders","All Ages","Rate per 1,000 People",11.5
"Census Week","2020/21","Scottish Borders","All Ages","Number of People",1335
"Census Week","2020/21","Scottish Borders","All Ages","Number of Hours",10300
"Census Week","2020/21","Scottish Borders","0-17 years","Rate per 1,000 People",0
"Census Week","2020/21","Scottish Borders","0-17 years","Number of People",0
"Census Week","2020/21","Scottish Borders","0-17 years","Number of Hours",0
"Census Week","2020/21","Scottish Borders","18-64 years","Rate per 1,000 People",2.2
"Census Week","2020/21","Scottish Borders","18-64 years","Number of People",145
"Census Week","2020/21","Scottish Borders","18-64 years","Number of Hours",1615
"Census Week","2020/21","Scottish Borders","65-74 years","Rate per 1,000 People",11
"Census Week","2020/21","Scottish Borders","65-74 years","Number of People",180
"Census Week","2020/21","Scottish Borders","65-74 years","Number of Hours",1390
"Census Week","2020/21","Scottish Borders","75-84 years","Rate per 1,000 People",44.8
"Census Week","2020/21","Scottish Borders","75-84 years","Number of People",435
"Census Week","2020/21","Scottish Borders","75-84 years","Number of Hours",3170
"Census Week","2020/21","Scottish Borders","85+ years","Rate per 1,000 People",160.7
"Census Week","2020/21","Scottish Borders","85+ years","Number of People",575
"Census Week","2020/21","Scottish Borders","85+ years","Number of Hours",4125
"Census Week","2020/21","Scottish Borders","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","Scottish Borders","Unknown","Number of People",0
"Census Week","2020/21","Scottish Borders","Unknown","Number of Hours",0
"Census Week","2020/21","Shetland Islands","All Ages","Rate per 1,000 People",16.6
"Census Week","2020/21","Shetland Islands","All Ages","Number of People",380
"Census Week","2020/21","Shetland Islands","All Ages","Number of Hours",3550
"Census Week","2020/21","Shetland Islands","0-17 years","Rate per 1,000 People",0
"Census Week","2020/21","Shetland Islands","0-17 years","Number of People",0
"Census Week","2020/21","Shetland Islands","0-17 years","Number of Hours",0
"Census Week","2020/21","Shetland Islands","18-64 years","Rate per 1,000 People",6.8
"Census Week","2020/21","Shetland Islands","18-64 years","Number of People",90
"Census Week","2020/21","Shetland Islands","18-64 years","Number of Hours",1230
"Census Week","2020/21","Shetland Islands","65-74 years","Rate per 1,000 People",18.7
"Census Week","2020/21","Shetland Islands","65-74 years","Number of People",50
"Census Week","2020/21","Shetland Islands","65-74 years","Number of Hours",325
"Census Week","2020/21","Shetland Islands","75-84 years","Rate per 1,000 People",73.2
"Census Week","2020/21","Shetland Islands","75-84 years","Number of People",120
"Census Week","2020/21","Shetland Islands","75-84 years","Number of Hours",985
"Census Week","2020/21","Shetland Islands","85+ years","Rate per 1,000 People",225.1
"Census Week","2020/21","Shetland Islands","85+ years","Number of People",120
"Census Week","2020/21","Shetland Islands","85+ years","Number of Hours",1010
"Census Week","2020/21","Shetland Islands","Unknown","Rate per 1,000 People",0
"Census Week","2020/21","Shetland Islands","Unknown","Number of People",0
"Census Week","2020/21","Shetland Islands","Unknown","Number of Hours",0
"Census Week","2020/21","South Ayrshire","All Ages","Rate per 1,000 People",15.5
"Census Week","2020/21","South Ayrshire","All Ages","Number of People",1730
"Census Week","2020/21","South Ayrshire","All Ages","Number of Hours",32655
"Census Week","2020/21","South Ayrshire","0-17 years","Rate per 1,000 People",0
"Census Week","2020/21","South Ayrshire","0-17 years","Number of People",0
"Census Week","2020/21","South Ayrshire","0-17 years","Number of Hours",0
"Census Week","2020/21","South Ayrshire","18-64 years","Rate per 1,000 People",6.5
"Census Week","2020/21","South Ayrshire","18-64 years","Number of People",410
"Census Week","2020/21","South Ayrshire","18-64 years","Number of Hours",16865
"Census Week","2020/21","South Ayrshire","65-74 years","Rate per 1,000 People",16
"Census Week","2020/21","South Ayrshire","65-74 years","Number of People",250
"Census Week","2020/21","South Ayrshire","65-74 years","Number of Hours",4285
"Census Week","2020/21","South Ayrshire","75-84 years","Rate per 1,000 People",53.8
"Census Week","2020/21","South Ayrshire","75-84 years","Number of People",515
"Census Week","2020/21","South Ayrshire","75-84 years","Number of Hours",5985
"Census Week","2020/21","South Ayrshire","85+ years","Rate per 1,000 People",151.4
"Census Week","2020/21","South Ayrshire","85+ years","Number of People",555
