"Date","Month","Year","Trust","Dept","Type","Under 4 Hours","Between 4 - 12 Hours","Over 12 Hours","Total","Percent Under 4 Hours"
"2009-03-01","Mar 2009","2008/09","Western","Tyrone County","Type 3","1,042","3","0","1,045","99.7%"
"2009-02-01","Feb 2009","2008/09","Belfast","Mater","Type 1","2,272","719","76","3,067","74.1%"
"2009-02-01","Feb 2009","2008/09","Belfast","RVH","Type 1","3,970","1,387","74","5,431","73.1%"
"2009-02-01","Feb 2009","2008/09","Belfast","RVH-RAES","Type 2","3,970","1,387","74","5,431","73.1%"
"2009-02-01","Feb 2009","2008/09","Belfast","RBHSC","Type 1","2,007","460","0","2,467","81.4%"
"2009-02-01","Feb 2009","2008/09","Belfast","Belfast City","Type 1","2,393","994","66","3,453","69.3%"
"2009-02-01","Feb 2009","2008/09","Northern","Antrim Area","Type 1","3,561","1,214","100","4,875","73.0%"
"2009-02-01","Feb 2009","2008/09","Northern","Causeway","Type 1","2,561","399","25","2,985","85.8%"
"2009-02-01","Feb 2009","2008/09","Northern","Mid-Ulster","Type 3","1,331","61","0","1,392","95.6%"
"2009-02-01","Feb 2009","2008/09","Northern","Whiteabbey","Type 3","1,556","24","0","1,580","98.5%"
"2009-02-01","Feb 2009","2008/09","South Eastern","Ards MIU","Type 3","686","0","0","686","100.0%"
"2009-02-01","Feb 2009","2008/09","South Eastern","Bangor MIU","Type 3","772","0","0","772","100.0%"
"2009-02-01","Feb 2009","2008/09","South Eastern","Downe","Type 2","1,495","172","2","1,669","89.6%"
"2009-02-01","Feb 2009","2008/09","South Eastern","Lagan Valley","Type 2","2,352","150","3","2,505","93.9%"
"2009-02-01","Feb 2009","2008/09","South Eastern","Ulster","Type 1","4,404","935","112","5,451","80.8%"
"2009-02-01","Feb 2009","2008/09","Southern","Armagh Community","Type 3","582","0","0","582","100.0%"
"2009-02-01","Feb 2009","2008/09","Southern","Craigavon Area","Type 1","4,854","523","0","5,377","90.3%"
"2009-02-01","Feb 2009","2008/09","Southern","Daisy Hill","Type 1","2,370","73","0","2,443","97.0%"
"2009-02-01","Feb 2009","2008/09","Southern","South Tyrone","Type 3","1,086","0","0","1,086","100.0%"
"2009-02-01","Feb 2009","2008/09","Western","Altnagelvin Area","Type 1","3,290","697","3","3,990","82.5%"
"2009-02-01","Feb 2009","2008/09","Western","South West Acute","Type 1","1,563","152","0","1,715","91.1%"
"2009-02-01","Feb 2009","2008/09","Western","Tyrone County","Type 3","1,350","13","0","1,363","99.0%"
"2009-01-01","Jan 2009","2008/09","Belfast","Mater","Type 1","2,372","619","107","3,098","76.6%"
"2009-01-01","Jan 2009","2008/09","Belfast","RVH","Type 1","4,067","1,252","174","5,493","74.0%"
"2009-01-01","Jan 2009","2008/09","Belfast","RVH-RAES","Type 2","4,067","1,252","174","5,493","74.0%"
"2009-01-01","Jan 2009","2008/09","Belfast","RBHSC","Type 1","1,906","386","2","2,294","83.1%"
"2009-01-01","Jan 2009","2008/09","Belfast","Belfast City","Type 1","2,443","882","50","3,375","72.4%"
"2009-01-01","Jan 2009","2008/09","Northern","Antrim Area","Type 1","3,718","1,191","125","5,034","73.9%"
"2009-01-01","Jan 2009","2008/09","Northern","Causeway","Type 1","2,491","403","52","2,946","84.6%"
"2009-01-01","Jan 2009","2008/09","Northern","Mid-Ulster","Type 3","1,274","77","0","1,351","94.3%"
"2009-01-01","Jan 2009","2008/09","Northern","Whiteabbey","Type 3","1,570","22","0","1,592","98.6%"
"2009-01-01","Jan 2009","2008/09","South Eastern","Ards MIU","Type 3","625","0","0","625","100.0%"
"2009-01-01","Jan 2009","2008/09","South Eastern","Bangor MIU","Type 3","792","0","0","792","100.0%"
"2009-01-01","Jan 2009","2008/09","South Eastern","Downe","Type 2","1,685","198","5","1,888","89.2%"
"2009-01-01","Jan 2009","2008/09","South Eastern","Lagan Valley","Type 2","2,270","124","1","2,395","94.8%"
"2009-01-01","Jan 2009","2008/09","South Eastern","Ulster","Type 1","4,151","1,116","217","5,484","75.7%"
"2009-01-01","Jan 2009","2008/09","Southern","Armagh Community","Type 3","584","0","0","584","100.0%"
"2009-01-01","Jan 2009","2008/09","Southern","Craigavon Area","Type 1","4,848","678","1","5,527","87.7%"
"2009-01-01","Jan 2009","2008/09","Southern","Daisy Hill","Type 1","2,392","67","0","2,459","97.3%"
"2009-01-01","Jan 2009","2008/09","Southern","South Tyrone","Type 3","1,014","0","0","1,014","100.0%"
"2009-01-01","Jan 2009","2008/09","Western","Altnagelvin Area","Type 1","3,359","657","0","4,016","83.6%"
"2009-01-01","Jan 2009","2008/09","Western","South West Acute","Type 1","1,622","140","0","1,762","92.1%"
"2009-01-01","Jan 2009","2008/09","Western","Tyrone County","Type 3","1,562","22","0","1,584","98.6%"
"2008-12-01","Dec 2008","2008/09","Belfast","Mater","Type 1","2,568","835","2","3,405","75.4%"
"2008-12-01","Dec 2008","2008/09","Belfast","RVH","Type 1","4,020","1,459","8","5,487","73.3%"
"2008-12-01","Dec 2008","2008/09","Belfast","RVH-RAES","Type 2","4,020","1,459","8","5,487","73.3%"
"2008-12-01","Dec 2008","2008/09","Belfast","RBHSC","Type 1","2,364","743","0","3,107","76.1%"
"2008-12-01","Dec 2008","2008/09","Belfast","Belfast City","Type 1","2,808","942","33","3,783","74.2%"
"2008-12-01","Dec 2008","2008/09","Northern","Antrim Area","Type 1","3,976","1,460","78","5,514","72.1%"
"2008-12-01","Dec 2008","2008/09","Northern","Causeway","Type 1","2,834","375","1","3,210","88.3%"
"2008-12-01","Dec 2008","2008/09","Northern","Mid-Ulster","Type 3","1,325","52","0","1,377","96.2%"
"2008-12-01","Dec 2008","2008/09","Northern","Whiteabbey","Type 3","1,773","48","0","1,821","97.4%"
"2008-12-01","Dec 2008","2008/09","South Eastern","Ards MIU","Type 3","680","0","0","680","100.0%"
"2008-12-01","Dec 2008","2008/09","South Eastern","Bangor MIU","Type 3","715","0","0","715","100.0%"
"2008-12-01","Dec 2008","2008/09","South Eastern","Downe","Type 2","1,706","120","0","1,826","93.4%"
"2008-12-01","Dec 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,500","193","2","2,695","92.8%"
"2008-12-01","Dec 2008","2008/09","South Eastern","Ulster","Type 1","4,528","1,434","126","6,088","74.4%"
"2008-12-01","Dec 2008","2008/09","Southern","Armagh Community","Type 3","564","0","0","564","100.0%"
"2008-12-01","Dec 2008","2008/09","Southern","Craigavon Area","Type 1","5,061","864","0","5,925","85.4%"
"2008-12-01","Dec 2008","2008/09","Southern","Daisy Hill","Type 1","2,541","107","0","2,648","96.0%"
"2008-12-01","Dec 2008","2008/09","Southern","South Tyrone","Type 3","903","0","0","903","100.0%"
"2008-12-01","Dec 2008","2008/09","Western","Altnagelvin Area","Type 1","3,374","766","2","4,142","81.5%"
"2008-12-01","Dec 2008","2008/09","Western","South West Acute","Type 1","1,795","102","0","1,897","94.6%"
"2008-12-01","Dec 2008","2008/09","Western","Tyrone County","Type 3","1,610","14","1","1,625","99.1%"
"2008-11-01","Nov 2008","2008/09","Belfast","Mater","Type 1","2,563","715","0","3,278","78.2%"
"2008-11-01","Nov 2008","2008/09","Belfast","RVH","Type 1","4,527","1,021","1","5,549","81.6%"
"2008-11-01","Nov 2008","2008/09","Belfast","RVH-RAES","Type 2","4,527","1,021","1","5,549","81.6%"
"2008-11-01","Nov 2008","2008/09","Belfast","RBHSC","Type 1","2,342","15","0","2,357","99.4%"
"2008-11-01","Nov 2008","2008/09","Belfast","Belfast City","Type 1","2,888","838","5","3,731","77.4%"
"2008-11-01","Nov 2008","2008/09","Northern","Antrim Area","Type 1","4,095","1,056","19","5,170","79.2%"
"2008-11-01","Nov 2008","2008/09","Northern","Causeway","Type 1","2,841","287","1","3,129","90.8%"
"2008-11-01","Nov 2008","2008/09","Northern","Mid-Ulster","Type 3","1,391","53","0","1,444","96.3%"
"2008-11-01","Nov 2008","2008/09","Northern","Whiteabbey","Type 3","1,647","43","0","1,690","97.5%"
"2008-11-01","Nov 2008","2008/09","South Eastern","Ards MIU","Type 3","758","0","0","758","100.0%"
"2008-11-01","Nov 2008","2008/09","South Eastern","Bangor MIU","Type 3","863","0","0","863","100.0%"
"2008-11-01","Nov 2008","2008/09","South Eastern","Downe","Type 2","1,736","74","0","1,810","95.9%"
"2008-11-01","Nov 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,524","77","0","2,601","97.0%"
"2008-11-01","Nov 2008","2008/09","South Eastern","Ulster","Type 1","4,703","1,139","95","5,937","79.2%"
"2008-11-01","Nov 2008","2008/09","Southern","Armagh Community","Type 3","613","0","0","613","100.0%"
"2008-11-01","Nov 2008","2008/09","Southern","Craigavon Area","Type 1","5,254","427","0","5,681","92.5%"
"2008-11-01","Nov 2008","2008/09","Southern","Daisy Hill","Type 1","2,420","75","0","2,495","97.0%"
"2008-11-01","Nov 2008","2008/09","Southern","South Tyrone","Type 3","1,109","0","0","1,109","100.0%"
"2008-11-01","Nov 2008","2008/09","Western","Altnagelvin Area","Type 1","3,564","657","1","4,222","84.4%"
"2008-11-01","Nov 2008","2008/09","Western","South West Acute","Type 1","1,826","79","0","1,905","95.9%"
"2008-11-01","Nov 2008","2008/09","Western","Tyrone County","Type 3","1,628","8","0","1,636","99.5%"
"2008-10-01","Oct 2008","2008/09","Belfast","Mater","Type 1","2,894","602","0","3,496","82.8%"
"2008-10-01","Oct 2008","2008/09","Belfast","RVH","Type 1","4,975","800","0","5,775","86.1%"
"2008-10-01","Oct 2008","2008/09","Belfast","RVH-RAES","Type 2","4,975","800","0","5,775","86.1%"
"2008-10-01","Oct 2008","2008/09","Belfast","RBHSC","Type 1","2,172","345","0","2,517","86.3%"
"2008-10-01","Oct 2008","2008/09","Belfast","Belfast City","Type 1","3,325","662","0","3,987","83.4%"
"2008-10-01","Oct 2008","2008/09","Northern","Antrim Area","Type 1","4,472","908","0","5,380","83.1%"
"2008-10-01","Oct 2008","2008/09","Northern","Causeway","Type 1","2,858","272","0","3,130","91.3%"
"2008-10-01","Oct 2008","2008/09","Northern","Mid-Ulster","Type 3","1,484","25","0","1,509","98.3%"
"2008-10-01","Oct 2008","2008/09","Northern","Whiteabbey","Type 3","1,718","20","0","1,738","98.8%"
"2008-10-01","Oct 2008","2008/09","South Eastern","Ards MIU","Type 3","785","0","0","785","100.0%"
"2008-10-01","Oct 2008","2008/09","South Eastern","Bangor MIU","Type 3","986","0","0","986","100.0%"
"2008-10-01","Oct 2008","2008/09","South Eastern","Downe","Type 2","1,827","97","0","1,924","95.0%"
"2008-10-01","Oct 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,624","94","0","2,718","96.5%"
"2008-10-01","Oct 2008","2008/09","South Eastern","Ulster","Type 1","5,089","896","38","6,023","84.5%"
"2008-10-01","Oct 2008","2008/09","Southern","Armagh Community","Type 3","696","0","0","696","100.0%"
"2008-10-01","Oct 2008","2008/09","Southern","Craigavon Area","Type 1","5,335","361","0","5,696","93.7%"
"2008-10-01","Oct 2008","2008/09","Southern","Daisy Hill","Type 1","2,605","101","0","2,706","96.3%"
"2008-10-01","Oct 2008","2008/09","Southern","South Tyrone","Type 3","1,152","0","0","1,152","100.0%"
"2008-10-01","Oct 2008","2008/09","Western","Altnagelvin Area","Type 1","3,653","435","0","4,088","89.4%"
"2008-10-01","Oct 2008","2008/09","Western","South West Acute","Type 1","1,871","59","0","1,930","96.9%"
"2008-10-01","Oct 2008","2008/09","Western","Tyrone County","Type 3","1,668","2","0","1,670","99.9%"
"2008-09-01","Sep 2008","2008/09","Belfast","Mater","Type 1","2,996","536","0","3,532","84.8%"
"2008-09-01","Sep 2008","2008/09","Belfast","RVH","Type 1","5,112","830","1","5,943","86.0%"
"2008-09-01","Sep 2008","2008/09","Belfast","RVH-RAES","Type 2","5,112","830","1","5,943","86.0%"
"2008-09-01","Sep 2008","2008/09","Belfast","RBHSC","Type 1","2,436","210","0","2,646","92.1%"
"2008-09-01","Sep 2008","2008/09","Belfast","Belfast City","Type 1","3,376","335","0","3,711","91.0%"
"2008-09-01","Sep 2008","2008/09","Northern","Antrim Area","Type 1","4,514","822","0","5,336","84.6%"
"2008-09-01","Sep 2008","2008/09","Northern","Causeway","Type 1","3,029","235","0","3,264","92.8%"
"2008-09-01","Sep 2008","2008/09","Northern","Mid-Ulster","Type 3","1,447","10","0","1,457","99.3%"
"2008-09-01","Sep 2008","2008/09","Northern","Whiteabbey","Type 3","1,840","10","0","1,850","99.5%"
"2008-09-01","Sep 2008","2008/09","South Eastern","Ards MIU","Type 3","830","0","0","830","100.0%"
"2008-09-01","Sep 2008","2008/09","South Eastern","Bangor MIU","Type 3","973","0","0","973","100.0%"
"2008-09-01","Sep 2008","2008/09","South Eastern","Downe","Type 2","1,755","82","0","1,837","95.5%"
"2008-09-01","Sep 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,532","74","0","2,606","97.2%"
"2008-09-01","Sep 2008","2008/09","South Eastern","Ulster","Type 1","5,290","616","0","5,906","89.6%"
"2008-09-01","Sep 2008","2008/09","Southern","Armagh Community","Type 3","686","0","0","686","100.0%"
"2008-09-01","Sep 2008","2008/09","Southern","Craigavon Area","Type 1","5,373","454","0","5,827","92.2%"
"2008-09-01","Sep 2008","2008/09","Southern","Daisy Hill","Type 1","2,705","100","0","2,805","96.4%"
"2008-09-01","Sep 2008","2008/09","Southern","South Tyrone","Type 3","1,308","0","0","1,308","100.0%"
"2008-09-01","Sep 2008","2008/09","Western","Altnagelvin Area","Type 1","3,819","571","0","4,390","87.0%"
"2008-09-01","Sep 2008","2008/09","Western","South West Acute","Type 1","1,849","30","0","1,879","98.4%"
"2008-09-01","Sep 2008","2008/09","Western","Tyrone County","Type 3","1,742","8","0","1,750","99.5%"
"2008-08-01","Aug 2008","2008/09","Belfast","Mater","Type 1","3,155","282","0","3,437","91.8%"
"2008-08-01","Aug 2008","2008/09","Belfast","RVH","Type 1","4,707","415","0","5,122","91.9%"
"2008-08-01","Aug 2008","2008/09","Belfast","RVH-RAES","Type 2","4,707","415","0","5,122","91.9%"
"2008-08-01","Aug 2008","2008/09","Belfast","RBHSC","Type 1","1,959","140","0","2,099","93.3%"
"2008-08-01","Aug 2008","2008/09","Belfast","Belfast City","Type 1","3,087","355","0","3,442","89.7%"
"2008-08-01","Aug 2008","2008/09","Northern","Antrim Area","Type 1","4,286","1,032","0","5,318","80.6%"
"2008-08-01","Aug 2008","2008/09","Northern","Causeway","Type 1","3,388","324","0","3,712","91.3%"
"2008-08-01","Aug 2008","2008/09","Northern","Mid-Ulster","Type 3","1,485","11","0","1,496","99.3%"
"2008-08-01","Aug 2008","2008/09","Northern","Whiteabbey","Type 3","1,715","18","0","1,733","99.0%"
"2008-08-01","Aug 2008","2008/09","South Eastern","Ards MIU","Type 3","756","0","0","756","100.0%"
"2008-08-01","Aug 2008","2008/09","South Eastern","Bangor MIU","Type 3","890","0","0","890","100.0%"
"2008-08-01","Aug 2008","2008/09","South Eastern","Downe","Type 2","1,879","92","0","1,971","95.3%"
"2008-08-01","Aug 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,494","110","0","2,604","95.8%"
"2008-08-01","Aug 2008","2008/09","South Eastern","Ulster","Type 1","5,317","512","3","5,832","91.2%"
"2008-08-01","Aug 2008","2008/09","Southern","Armagh Community","Type 3","632","0","0","632","100.0%"
"2008-08-01","Aug 2008","2008/09","Southern","Craigavon Area","Type 1","5,254","326","0","5,580","94.2%"
"2008-08-01","Aug 2008","2008/09","Southern","Daisy Hill","Type 1","2,785","52","0","2,837","98.2%"
"2008-08-01","Aug 2008","2008/09","Southern","South Tyrone","Type 3","1,288","0","0","1,288","100.0%"
"2008-08-01","Aug 2008","2008/09","Western","Altnagelvin Area","Type 1","3,765","408","0","4,173","90.2%"
"2008-08-01","Aug 2008","2008/09","Western","South West Acute","Type 1","1,979","35","0","2,014","98.3%"
"2008-08-01","Aug 2008","2008/09","Western","Tyrone County","Type 3","1,794","3","0","1,797","99.8%"
"2008-07-01","Jul 2008","2008/09","Belfast","Mater","Type 1","2,966","390","0","3,356","88.4%"
"2008-07-01","Jul 2008","2008/09","Belfast","RVH","Type 1","5,305","574","0","5,879","90.2%"
"2008-07-01","Jul 2008","2008/09","Belfast","RVH-RAES","Type 2","5,305","574","0","5,879","90.2%"
"2008-07-01","Jul 2008","2008/09","Belfast","RBHSC","Type 1","2,199","101","0","2,300","95.6%"
"2008-07-01","Jul 2008","2008/09","Belfast","Belfast City","Type 1","3,403","328","1","3,732","91.2%"
"2008-07-01","Jul 2008","2008/09","Northern","Antrim Area","Type 1","4,553","802","5","5,360","84.9%"
"2008-07-01","Jul 2008","2008/09","Northern","Causeway","Type 1","3,279","330","0","3,609","90.9%"
"2008-07-01","Jul 2008","2008/09","Northern","Mid-Ulster","Type 3","1,440","18","0","1,458","98.8%"
"2008-07-01","Jul 2008","2008/09","Northern","Whiteabbey","Type 3","1,581","6","0","1,587","99.6%"
"2008-07-01","Jul 2008","2008/09","South Eastern","Ards MIU","Type 3","835","0","0","835","100.0%"
"2008-07-01","Jul 2008","2008/09","South Eastern","Bangor MIU","Type 3","862","0","0","862","100.0%"
"2008-07-01","Jul 2008","2008/09","South Eastern","Downe","Type 2","1,885","83","0","1,968","95.8%"
"2008-07-01","Jul 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,408","127","0","2,535","95.0%"
"2008-07-01","Jul 2008","2008/09","South Eastern","Ulster","Type 1","5,163","589","2","5,754","89.7%"
"2008-07-01","Jul 2008","2008/09","Southern","Armagh Community","Type 3","664","0","0","664","100.0%"
"2008-07-01","Jul 2008","2008/09","Southern","Craigavon Area","Type 1","5,351","389","0","5,740","93.2%"
"2008-07-01","Jul 2008","2008/09","Southern","Daisy Hill","Type 1","2,804","138","0","2,942","95.3%"
"2008-07-01","Jul 2008","2008/09","Southern","South Tyrone","Type 3","1,314","0","0","1,314","100.0%"
"2008-07-01","Jul 2008","2008/09","Western","Altnagelvin Area","Type 1","3,619","526","0","4,145","87.3%"
"2008-07-01","Jul 2008","2008/09","Western","South West Acute","Type 1","2,048","35","0","2,083","98.3%"
"2008-07-01","Jul 2008","2008/09","Western","Tyrone County","Type 3","1,668","7","0","1,675","99.6%"
"2008-06-01","Jun 2008","2008/09","Belfast","Mater","Type 1","3,065","485","0","3,550","86.3%"
"2008-06-01","Jun 2008","2008/09","Belfast","RVH","Type 1","4,662","955","1","5,618","83.0%"
"2008-06-01","Jun 2008","2008/09","Belfast","RVH-RAES","Type 2","4,662","955","1","5,618","83.0%"
"2008-06-01","Jun 2008","2008/09","Belfast","RBHSC","Type 1","2,465","239","0","2,704","91.2%"
"2008-06-01","Jun 2008","2008/09","Belfast","Belfast City","Type 1","3,436","327","0","3,763","91.3%"
"2008-06-01","Jun 2008","2008/09","Northern","Antrim Area","Type 1","4,785","807","1","5,593","85.6%"
"2008-06-01","Jun 2008","2008/09","Northern","Causeway","Type 1","3,249","276","1","3,526","92.1%"
"2008-06-01","Jun 2008","2008/09","Northern","Mid-Ulster","Type 3","1,508","31","0","1,539","98.0%"
"2008-06-01","Jun 2008","2008/09","Northern","Whiteabbey","Type 3","1,786","8","0","1,794","99.6%"
"2008-06-01","Jun 2008","2008/09","South Eastern","Ards MIU","Type 3","850","0","0","850","100.0%"
"2008-06-01","Jun 2008","2008/09","South Eastern","Bangor MIU","Type 3","881","0","0","881","100.0%"
"2008-06-01","Jun 2008","2008/09","South Eastern","Downe","Type 2","1,940","96","0","2,036","95.3%"
"2008-06-01","Jun 2008","2008/09","South Eastern","Lagan Valley","Type 2","2,591","95","0","2,686","96.5%"
"2008-06-01","Jun 2008","2008/09","South Eastern","Ulster","Type 1","5,656","430","1","6,087","92.9%"
"2008-06-01","Jun 2008","2008/09","Southern","Armagh Community","Type 3","759","0","0","759","100.0%"
"2008-06-01","Jun 2008","2008/09","Southern","Craigavon Area","Type 1","5,604","432","0","6,036","92.8%"
"2008-06-01","Jun 2008","2008/09","Southern","Daisy Hill","Type 1","2,899","102","0","3,001","96.6%"
"2008-06-01","Jun 2008","2008/09","Southern","South Tyrone","Type 3","1,521","0","0","1,521","100.0%"
